Begin,Description,End,FACILITY,Module,RES_TK,Tool,User_id,WBS
2023-01-03 14:00:00,cleave,2023-01-03 16:00:00,PLINE300,"",4220217,MC10,beirnaer,32299/00013
2023-01-03 14:00:00,DSA,2023-01-03 15:00:00,PLINE300,"",4209383,KLA2925,vanbel53,31199/00650
2023-01-03 14:00:00,i,2023-01-03 15:00:00,PLINE300,"",4206370,SEMVISION,maes72,44999/01997
2023-01-03 14:00:00,JSR Private,2023-01-03 16:00:00,PLINE300,BOTL,4209196,TRDUOS,krishn87,31199/01513
2023-01-03 14:00:00,JSR Private,2023-01-03 16:00:00,PLINE300,TOPL,4209197,TRDUOS,krishn87,31199/01513
2023-01-03 14:00:00,measurement,2023-01-03 17:00:00,PLINE200,"",4207466,WYCO,halbac65,97401/00942
2023-01-03 14:00:00,private,2023-01-03 19:00:00,PLINE300,"",4219866,H6300,fukumu91,31199/02019
2023-01-03 14:00:00,sem nil,2023-01-03 15:30:00,PLINE300,"",4209037,NOVA200_2,willegem,97401/01743
2023-01-03 14:00:00,Si,2023-01-03 15:00:00,PLINE300,"",4220173,JVX7300M,khazak83,30990/01658
2023-01-03 14:30:00,D,2023-01-03 15:00:00,PLINE300,SN,4220234,EP5,schoof76,31199/01057
2023-01-03 15:00:00,DEVINPs,2023-01-03 17:00:00,PLINE300,"",4220103,PROVISION2E,janard53,38199/00432
2023-01-03 15:00:00,EUV exposures,2023-01-03 16:30:00,PLINE300,"",4205466,SC3400,das73,31199/01889
2023-01-03 15:00:00,EUV exposures,2023-01-03 16:30:00,PLINE300,"",4205467,TR3400,das73,31199/01889
2023-01-03 15:00:00,q,2023-01-03 19:00:00,PLINE300,"",4219840,H6300_2,vdbroecn,31199/01889
2023-01-03 15:00:00,sem,2023-01-03 17:00:00,PLINE300,"",4220051,SEMVISION,beirnaer,32299/00013
2023-01-03 15:00:00,wp6,2023-01-03 18:00:00,PLINE300,SN,4220130,EP5,hasan30,31199/01876
2023-01-03 15:30:00,cross-section,2023-01-03 16:30:00,PLINE200,"",4220294,XL30_CF,wodarz95,97406/01185
2023-01-03 15:30:00,Full wafer experiment D06-08,2023-01-03 17:00:00,PLINE300,LP1,4220180,LAM_E6_2,li99,38199/01715
2023-01-03 15:30:00,Full wafer experiment D06-08,2023-01-03 17:00:00,PLINE300,PM6,4220181,LAM_E6_2,li99,38199/01715
2023-01-03 16:00:00,FEM measurements,2023-01-03 18:00:00,PLINE300,"",4219868,HITACHI5000,das89,38199/01284
2023-01-03 16:00:00,GATR FTIR,2023-01-03 17:30:00,PLINE300,"",4220257,FTIR_2,naqvi66,31199/01988
2023-01-03 16:00:00,Internal process development,2023-01-03 17:30:00,PLINE300,"",4220220,2830ZT,chauha79,30990/32063
2023-01-03 16:00:00,new Monitor run,2023-01-03 16:30:00,PLINE300,PM,4220147,EP5,schoof76,31199/00653
2023-01-03 16:00:00,Tb measurements for LDZ,2023-01-04 00:00:00,PLINE200,"",4205514,EV11,chen66,31499/02180
2023-01-03 16:30:00,ASML private,2023-01-03 17:00:00,PLINE300,"",4205739,SC3400,aubert85,31199/01571
2023-01-03 16:30:00,ASML private,2023-01-03 17:00:00,PLINE300,"",4205740,TR3400,aubert85,31199/01571
2023-01-03 17:00:00,DEVINPs,2023-01-03 18:30:00,PLINE300,"",4220104,PROVISION2E,janard53,38199/01952
2023-01-03 17:00:00,FEM,2023-01-03 17:30:00,PLINE300,"",4220182,SC3400,dauend87,98601/00962
2023-01-03 17:00:00,FEM,2023-01-03 17:30:00,PLINE300,"",4220183,TR3400,dauend87,98601/00962
2023-01-03 17:00:00,Imaging electrodeposited layers,2023-01-03 18:30:00,PLINE300,"",4219909,NOVA200_2,aarts61,97406/01185
2023-01-03 17:30:00,ATR-FTIR with liquid cell,2023-01-03 18:00:00,PLINE300,"",4220332,FTIR_2,wu78,32005/00330
2023-01-03 18:00:00,devinp,2023-01-03 20:00:00,PLINE300,"",4219871,HITACHI5000,debacker,31199/00653
2023-01-03 18:00:00,FIB,2023-01-03 22:00:00,PLINE300,"",4220201,HELIOS460,impagn97,42199/00160
2023-01-03 18:00:00,measure lot,2023-01-03 19:00:00,PLINE300,"",4220348,SC2000,schaap,31199/31811
2023-01-03 18:30:00,i,2023-01-03 20:00:00,PLINE300,"",4206371,SEMVISION,redants,44999/01997
2023-01-03 19:00:00,Use,2023-01-04 00:00:00,PLINE300,"",4209191,H6300,zidan45,31199/01988
2023-01-03 22:00:00,MAZO process development,2023-01-04 00:00:00,PLINE300,LP1,4219842,XP4_4,pavel13,31499/01284
2023-01-03 22:00:00,MAZO process development,2023-01-04 00:00:00,PLINE300,PM1,4219843,XP4_4,pavel13,31499/01284
2023-01-03 22:00:00,MAZO process development,2023-01-04 00:00:00,PLINE300,PM2,4220245,XP4_4,pavel13,31499/01284
2023-01-03 22:00:00,MAZO process development,2023-01-04 00:00:00,PLINE300,PM3,4220246,XP4_4,pavel13,31499/01284
2023-01-04 00:00:00,MAZO process development,2023-01-04 10:00:00,PLINE300,LP1,4220247,XP4_4,pavel13,31499/01284
2023-01-04 00:00:00,MAZO process development,2023-01-04 10:00:00,PLINE300,PM1,4220248,XP4_4,pavel13,31499/01284
2023-01-04 00:00:00,MAZO process development,2023-01-04 10:00:00,PLINE300,PM2,4220249,XP4_4,pavel13,31499/01284
2023-01-04 00:00:00,MAZO process development,2023-01-04 10:00:00,PLINE300,PM3,4220250,XP4_4,pavel13,31499/01284
2023-01-04 00:00:00,Tb measurements for LDZ,2023-01-04 09:00:00,PLINE200,"",4205515,EV11,chen66,31499/02180
2023-01-04 00:00:00,Use,2023-01-04 09:00:00,PLINE300,"",4209238,H6300,zidan45,31199/01988
2023-01-04 04:00:00,FAB XSEM support,2023-01-04 10:00:00,PLINE300,"",4209035,SU8000,caluwaer,42199/00160
2023-01-04 06:00:00,i,2023-01-04 08:00:00,PLINE300,"",4207486,SEMVISION,engelen,31029/01811
2023-01-04 07:00:00,pwec,2023-01-04 10:00:00,PLINE300,"",4220333,HITACHI5000,baudem,31199/01920
2023-01-04 07:30:00,test strip rate with cool down,2023-01-04 08:30:00,PLINE200,PM2,4219855,SPTS_OMEGA,nedelj21,36004/01224
2023-01-04 07:30:00,test strip rate with cool down,2023-01-04 08:30:00,PLINE200,PM3,4219856,SPTS_OMEGA,nedelj21,36004/01224
2023-01-04 08:00:00,Biocube resist inspection,2023-01-04 09:30:00,PLINE300,"",4220331,NOVA200_2,leruth67,44999/01997
2023-01-04 08:00:00,i,2023-01-04 10:00:00,PLINE300,"",4209046,HELIOS1200,dangol,37092/02172
2023-01-04 08:00:00,scrjdp,2023-01-04 09:00:00,PLINE300,"",4209249,KLA2925,vanderey,31199/31191
2023-01-04 08:00:00,tem,2023-01-04 16:00:00,PLINE300,"",4209348,TITAN,faviap,42199/00160
2023-01-04 08:00:00,test,2023-01-04 09:00:00,PLINE300,"",4209183,TR3300,dilien72,31199/30079
2023-01-04 08:30:00,p,2023-01-04 12:30:00,PLINE300,LP1,4220479,EXTREME_2,goovae19,98601/01062
2023-01-04 08:30:00,p,2023-01-04 12:30:00,PLINE300,LP2,4220480,EXTREME_2,goovae19,98601/01062
2023-01-04 08:30:00,p,2023-01-04 12:30:00,PLINE300,LP3,4220481,EXTREME_2,goovae19,98601/01062
2023-01-04 08:30:00,p,2023-01-04 12:30:00,PLINE300,PM1,4220482,EXTREME_2,goovae19,98601/01062
2023-01-04 09:00:00,AL225331 - D05 D10,2023-01-04 11:00:00,PLINE300,"",4220133,KLA2925,beggia74,31199/00653
2023-01-04 09:00:00,devinp,2023-01-04 11:00:00,PLINE300,"",4220475,NX3DM,vbelle62,36003/01224
2023-01-04 09:00:00,DSA,2023-01-04 11:00:00,PLINE300,"",4209286,H6300,vanbel53,31199/00650
2023-01-04 09:00:00,DSA,2023-01-04 14:00:00,PLINE300,BOTL,4220014,TRDUOS,verstr99,31199/00650
2023-01-04 09:00:00,mm300,2023-01-04 18:00:00,PLINE300,"",4220134,HYBRID_BONDER,kennes63,31012/01084
2023-01-04 09:00:00,Queue Quality check,2023-01-04 11:00:00,PLINE300,SN,4220146,EP5,schoof76,31199/01057
2023-01-04 09:00:00,recipe setup,2023-01-04 10:30:00,PLINE300,"",4220184,ARCHER700,baudem,38199/01836
2023-01-04 09:00:00,test,2023-01-04 10:00:00,PLINE300,"",4209182,TR3300,dilien72,31199/30079
2023-01-04 09:00:00,TOK bonding,2023-01-04 13:00:00,PLINE200,"",4209363,BONDER_200,thomas82,44042/49500
2023-01-04 09:00:00,ws2,2023-01-04 16:00:00,PLINE300,"",4220233,TECNAIF30,koylan92,42199/00160
2023-01-04 09:30:00,ATR-FTIR with liquid cell,2023-01-04 10:30:00,PLINE300,"",4220334,FTIR_2,wu78,32005/00330
2023-01-04 09:30:00,Microscope check cracks,2023-01-04 11:30:00,PLINE300,"",4220509,INS300,guo48,98300/14175
2023-01-04 09:30:00,Recipe creation,2023-01-04 10:00:00,PLINE300,"",4220312,H6300_2,dauend87,98600/00962
2023-01-04 09:30:00,test,2023-01-04 10:00:00,PLINE300,"",4209184,SC3400,dilien72,31199/30079
2023-01-04 09:30:00,test,2023-01-04 10:00:00,PLINE300,"",4209185,TR3400,dilien72,31199/30079
2023-01-04 10:00:00,DSA,2023-01-04 12:00:00,PLINE300,PM,4220291,EDR7100,verstr99,31199/00650
2023-01-04 10:00:00,for Mohand,2023-01-04 11:00:00,PLINE300,"",4209364,HITACHI5000,raymae79,31199/01918
2023-01-04 10:00:00,hmq and measurement,2023-01-04 14:00:00,PLINE300,"",4220512,YS375,canga29,38199/02270
2023-01-04 10:00:00,Inpria,2023-01-04 14:00:00,PLINE300,"",4209371,TR3300,choudr12,31199/31247
2023-01-04 10:00:00,making samples,2023-01-04 11:00:00,PLINE300,"",4209280,SC3400,genjim61,31199/02273
2023-01-04 10:00:00,making samples,2023-01-04 11:00:00,PLINE300,"",4209281,TR3400,genjim61,31199/02273
2023-01-04 10:00:00,MOKE dev JDP KLA,2023-01-04 12:00:00,PLINE300,"",4209370,POLARKERR_2,talmel16,38199/00432
2023-01-04 10:00:00,Removal Rate determination 3 dif,2023-01-04 17:30:00,PLINE300,CLN,4219977,REFLEXION_4,kenens78,98850/02021
2023-01-04 10:00:00,Removal Rate determination 3 dif,2023-01-04 17:30:00,PLINE300,LP1,4219978,REFLEXION_4,kenens78,98850/02021
2023-01-04 10:00:00,Removal Rate determination 3 dif,2023-01-04 17:30:00,PLINE300,LP2,4219979,REFLEXION_4,kenens78,98850/02021
2023-01-04 10:00:00,SALSA3 development,2023-01-04 11:00:00,PLINE300,BOTL,4220347,TR1950,herman57,31199/00653
2023-01-04 10:00:00,training,2023-01-04 11:00:00,PLINE300,"",4220216,TR2000,drent34,31199/31811
2023-01-04 11:00:00,APC,2023-01-04 12:00:00,PLINE300,SN,4220198,EP5,hsia24,31199/01057
2023-01-04 11:00:00,coupon etching,2023-01-04 13:00:00,PLINE300,LP2,4220330,LAM_E5,fathze21,31299/02062
2023-01-04 11:00:00,coupon etching,2023-01-04 13:00:00,PLINE300,PM3,4220329,LAM_E5,fathze21,31299/02062
2023-01-04 11:00:00,i,2023-01-04 12:00:00,PLINE300,"",4220256,H6300,raymae79,31199/01918
2023-01-04 11:00:00,lam work,2023-01-04 13:00:00,PLINE300,"",4219863,H6300_2,haider15,31199/01617
2023-01-04 11:00:00,light training,2023-01-04 12:00:00,PLINE300,"",4220276,KLA2925,peters25,31199/02273
2023-01-04 11:00:00,pwec,2023-01-04 13:00:00,PLINE300,"",4220187,HITACHI5000,baudem,31199/01920
2023-01-04 11:30:00,devinp operation,2023-01-04 12:30:00,PLINE300,LP2,4220221,NOKOTA,mudige97,32299/00013
2023-01-04 11:30:00,devinp operation,2023-01-04 12:30:00,PLINE300,P1L2,4220222,NOKOTA,mudige97,32299/00013
2023-01-04 12:00:00,afd,2023-01-04 13:00:00,PLINE300,SN,4220326,EP5,schoof76,31199/01057
2023-01-04 12:00:00,High NA track qualification,2023-01-04 16:00:00,PLINE300,"",4201166,SC3400,vdbroecn,31199/02273
2023-01-04 12:00:00,High NA track qualification,2023-01-04 16:00:00,PLINE300,"",4201167,TR3400,vdbroecn,31199/02273
2023-01-04 12:00:00,MAZO/ZMO o3 process,2023-01-04 16:00:00,PLINE300,LP1,4227826,XP4_4,thukka30,30990/32063
2023-01-04 12:00:00,MAZO/ZMO o3 process,2023-01-04 16:00:00,PLINE300,PM1,4227827,XP4_4,thukka30,30990/32063
2023-01-04 12:00:00,scrjdp,2023-01-04 14:00:00,PLINE300,"",4220117,H6300,vanderey,31199/31191
2023-01-04 12:00:00,test,2023-01-04 13:00:00,PLINE300,"",4219854,SP5,dilien72,31199/30079
2023-01-04 12:30:00,monitor,2023-01-04 15:00:00,PLINE300,PM,4220199,EP5,schoof76,31199/00653
2023-01-04 12:30:00,sem nil,2023-01-04 14:00:00,PLINE300,"",4209039,NOVA200_2,willegem,97401/01743
2023-01-04 12:30:00,x-section sem,2023-01-04 15:30:00,PLINE200,"",4207469,NOVA200,stokhof,30990/02250
2023-01-04 13:00:00,APC,2023-01-04 15:00:00,PLINE300,SN,4220271,EP5,schelc12,31199/01057
2023-01-04 13:00:00,EUVR,2023-01-04 15:00:00,PLINE300,"",4220267,HITACHI5000,kim94,31199/01680
2023-01-04 13:00:00,pellicle,2023-01-05 00:00:00,PLINE300,"",4220213,YS250,bekaert,31199/00979
2023-01-04 13:00:00,test,2023-01-04 15:00:00,PLINE300,"",4209282,H6300_2,furuka28,31199/01514
2023-01-04 13:00:00,test,2023-01-04 15:00:00,PLINE300,PM,4220345,EDR7100,dilien72,31199/30079
2023-01-04 14:00:00,AL218747/3 D17 D18 D21,2023-01-04 18:00:00,PLINE300,"",4220174,PROVISION2E,beggia74,31199/00653
2023-01-04 14:00:00,FIB,2023-01-04 18:00:00,PLINE300,"",4220363,HELIOS460,impagn97,42199/00160
2023-01-04 14:00:00,i,2023-01-04 15:00:00,PLINE300,"",4207487,SEMVISION,dusar,31029/01811
2023-01-04 14:00:00,i,2023-01-04 15:00:00,PLINE300,"",4223777,HELIOS1200_2,vrancken,37092/02172
2023-01-04 14:00:00,measurement,2023-01-04 15:00:00,PLINE300,"",4221768,HITACHI9380,wang24,31199/01889
2023-01-04 14:00:00,sem nil,2023-01-04 15:30:00,PLINE300,"",4220284,NOVA200_2,willegem,97401/01743
2023-01-04 14:00:00,Use,2023-01-04 17:00:00,PLINE300,"",4209248,H6300,zidan45,31199/01988
2023-01-04 15:00:00,APC,2023-01-04 17:00:00,PLINE300,SN,4220190,EP5,hsia24,31199/01057
2023-01-04 15:00:00,Data copy,2023-01-04 15:30:00,PLINE300,PM,4228648,EP5,hasan30,31199/01876
2023-01-04 15:00:00,DEVINPs,2023-01-04 16:30:00,PLINE300,"",4220098,SEMVISION,janard53,37092/02170
2023-01-04 15:00:00,DSA,2023-01-04 15:30:00,PLINE300,"",4220519,H5000_2,kampit73,31199/01680
2023-01-04 15:00:00,MHM,2023-01-04 15:30:00,PLINE300,LP1,4220517,LAM_E5_2,kampit73,31199/01680
2023-01-04 15:00:00,MHM,2023-01-04 15:30:00,PLINE300,PM1,4220518,LAM_E5_2,kampit73,31199/01680
2023-01-04 15:00:00,recipe,2023-01-04 17:00:00,PLINE300,"",4209247,H6300_2,vdbroecn,31199/31811
2023-01-04 15:00:00,Use,2023-01-04 16:00:00,PLINE300,"",4220259,HITACHI5000,debruy71,38199/37862
2023-01-04 15:30:00,coat,2023-01-04 16:00:00,PLINE300,"",4228562,TR2000,dauend87,98601/00962
2023-01-04 15:30:00,TEM prep,2023-01-04 17:30:00,PLINE300,"",4228670,HELIOS_G5,seidelf,39320/36502
2023-01-04 16:00:00,devinp,2023-01-04 19:00:00,PLINE300,"",4219872,HITACHI5000,debacker,31199/00653
2023-01-04 16:00:00,EBR clean BB510,2023-01-04 18:00:00,PLINE200,"",4220013,DEBOND_CLEANER,lefevr14,98300/01618
2023-01-04 16:00:00,MAZO w/ O3,2023-01-05 00:00:00,PLINE300,LP1,4221770,XP4_4,pavel13,31499/01284
2023-01-04 16:00:00,MAZO w/ O3,2023-01-05 00:00:00,PLINE300,PM1,4221771,XP4_4,pavel13,31499/01284
2023-01-04 16:00:00,Merck JDP,2023-01-04 17:00:00,PLINE300,"",4205148,SC3400,verstr99,31199/00650
2023-01-04 16:00:00,Merck JDP,2023-01-04 17:00:00,PLINE300,"",4205149,TR3400,verstr99,31199/00650
2023-01-04 16:30:00,DEVINPs,2023-01-04 18:30:00,PLINE300,LP1,4220432,CIRCL,janard53,38199/01715
2023-01-04 16:30:00,DEVINPs,2023-01-04 18:30:00,PLINE300,LP2,4220433,CIRCL,janard53,38199/01715
2023-01-04 16:30:00,DEVINPs,2023-01-04 18:30:00,PLINE300,LP3,4220434,CIRCL,janard53,38199/01715
2023-01-04 16:30:00,DEVINPs,2023-01-04 18:30:00,PLINE300,PM1,4220435,CIRCL,janard53,38199/01715
2023-01-04 16:30:00,DEVINPs,2023-01-04 18:30:00,PLINE300,PM2,4220436,CIRCL,janard53,38199/01715
2023-01-04 16:30:00,DEVINPs,2023-01-04 18:30:00,PLINE300,PM3,4220437,CIRCL,janard53,38199/01715
2023-01-04 16:30:00,sem,2023-01-04 18:00:00,PLINE300,"",4220349,SEMVISION,beirnaer,32299/00013
2023-01-04 17:00:00,APC,2023-01-04 18:00:00,PLINE300,"",4220041,H6300,das89,31199/02287
2023-01-04 17:00:00,DSA,2023-01-04 19:00:00,PLINE300,"",4209240,H6300_2,verstr99,31199/00650
2023-01-04 17:00:00,scanner,2023-01-04 17:30:00,PLINE300,"",4228554,SC3400,dauend87,98601/00962
2023-01-04 17:00:00,scanner,2023-01-04 17:30:00,PLINE300,"",4228555,TR3400,dauend87,98601/00962
2023-01-04 17:30:00,scanner,2023-01-04 18:00:00,PLINE300,"",4228556,SC3400,dauend87,98601/00962
2023-01-04 17:30:00,scanner,2023-01-04 18:00:00,PLINE300,"",4228557,TR3400,dauend87,98601/00962
2023-01-04 18:00:00,CW measurements,2023-01-04 19:00:00,PLINE300,"",4228587,H5000_2,das89,38199/01284
2023-01-04 18:00:00,DSA,2023-01-04 19:00:00,PLINE300,LP1,4220033,DNS_4,verstr99,31199/00650
2023-01-04 18:00:00,DSA,2023-01-04 19:00:00,PLINE300,SM1,4220034,DNS_4,verstr99,31199/00650
2023-01-04 18:00:00,exposure,2023-01-04 18:30:00,PLINE300,"",4228589,SC3400,xiang38,31199/02273
2023-01-04 18:00:00,exposure,2023-01-04 18:30:00,PLINE300,"",4228590,TR3400,xiang38,31199/02273
2023-01-04 18:00:00,i,2023-01-04 20:00:00,PLINE300,"",4207488,SEMVISION,redants,31029/01811
2023-01-04 18:00:00,private,2023-01-05 00:00:00,PLINE300,"",4220255,H6300,fukumu91,31199/02019
2023-01-04 18:30:00,DSA,2023-01-04 20:30:00,PLINE300,BOTL,4220028,TRDUOS,verstr99,31199/00650
2023-01-04 18:30:00,Imaging electrodeposited layers,2023-01-04 19:00:00,PLINE300,"",4227823,NOVA200_2,aarts61,97406/01185
2023-01-04 18:30:00,x-sem,2023-01-04 20:30:00,PLINE300,"",4220431,SU8000,vdbroecn,31199/01655
2023-01-04 19:30:00,DEVINPs,2023-01-04 21:30:00,PLINE300,LP1,4220438,CIRCL,janard53,38199/01715
2023-01-04 19:30:00,DEVINPs,2023-01-04 21:30:00,PLINE300,LP2,4220439,CIRCL,janard53,38199/01715
2023-01-04 19:30:00,DEVINPs,2023-01-04 21:30:00,PLINE300,LP3,4220440,CIRCL,janard53,38199/01715
