Begin,Description,End,FACILITY,IIO_Res_id,Modules,Tool,User_id,WBS
2023-01-17 01:00:00,Ruben voor Joost B,2023-01-17 05:00:00,PLINE300,1448,"",TR3400,veenae54,31199/00979
2023-01-17 02:00:00,SAW SC layers,2023-01-17 06:00:00,PLINE300,2106,LP1;LP2;PM2,REFLEXION_2,raymaek,32299/01936
2023-01-17 00:00:00,Use,2023-01-17 07:00:00,PLINE300,1511,"",H6300,zidan45,31199/01988
2023-01-16 10:00:00,Particle investigation,2023-01-17 08:00:00,PLINE300,2146,LP1;PM2,A412,ceuppenj,39425/01224
2023-01-17 06:00:00,i,2023-01-17 08:00:00,PLINE300,970,"",SEMVISION,engelen,44999/01997
2023-01-17 06:00:00,lam,2023-01-17 08:00:00,PLINE300,1317,"",SC3400,vgoidsen,31199/01918
2023-01-17 06:00:00,lam,2023-01-17 08:00:00,PLINE300,1452,"",TR3400,vgoidsen,31199/01918
2023-01-16 22:00:00,h,2023-01-17 08:30:00,PLINE300,438,"",GS1000,kondo25,31199/01179
2023-01-17 07:00:00,P224643/3,2023-01-17 08:30:00,PLINE200,1765,"",CS4800,moelants,37004/01376
2023-01-17 08:00:00,AE227405_D20 SiCAP measurement,2023-01-17 08:30:00,PLINE300,759,"",SCD100,rondas,32499/32513
2023-01-17 07:00:00,i,2023-01-17 09:00:00,PLINE300,185,"",H6300,raymae79,31199/01918
2023-01-17 07:30:00,DSA,2023-01-17 09:00:00,PLINE300,2390,BOTL,TRDUOS,vanbel53,31199/00650
2023-01-17 08:00:00,Dev,2023-01-17 09:30:00,PLINE300,1174,"",H6300_2,thiam14,98601/01971
2023-01-16 17:00:00,scrjdp,2023-01-17 10:00:00,PLINE300,633,"",ARCHER700,vanderey,31199/31191
2023-01-17 08:00:00,sem,2023-01-17 10:00:00,PLINE300,912,"",SEMVISION,dvriendt,32299/00013
2023-01-17 09:00:00,DSA,2023-01-17 10:00:00,PLINE300,506,"",SC1950,vanbel53,31199/00650
2023-01-17 09:00:00,DSA,2023-01-17 10:00:00,PLINE300,2275,BOTL;TOPL,TR1950,vanbel53,31199/00650
2023-01-17 09:00:00,recipe setup,2023-01-17 10:00:00,PLINE300,688,"",PROVISION2E,stiersk,38199/01951
2023-01-17 09:30:00,UL coating;R,2023-01-17 10:30:00,PLINE300,2410,BOTL,TRDUOS,kim94;hillen84,31199/01680
2023-01-17 09:00:00,for Intel,2023-01-17 11:00:00,PLINE300,1578,"",H6300,guzman11,31199/00849
2023-01-17 09:00:00,test,2023-01-17 11:00:00,PLINE300,174,"",KLA2925,beggia74,31199/00653
2023-01-17 10:00:00,Dev,2023-01-17 11:00:00,PLINE300,1373,"",SC3400,thiam14,98601/01971
2023-01-17 10:00:00,Dev,2023-01-17 11:00:00,PLINE300,1481,"",TR3400,thiam14,98601/01971
2023-01-17 10:00:00,IGZO etch coupons,2023-01-17 11:00:00,PLINE300,2072,LP1;PM3,LAM_E6_2,kundu43,31299/02062
2023-01-17 10:00:00,Si,2023-01-17 11:00:00,PLINE300,395,"",SCD100,netsou48,30990/32063
2023-01-17 08:00:00,P223476/8,2023-01-17 11:30:00,PLINE200,2248,PM3;PM4;RLL,LAM_POLY,vancauw,37299/01937
2023-01-17 09:00:00,AE300655,2023-01-17 11:30:00,PLINE300,2064,LP1,LAM_E5_2,haider15,31199/01617
2023-01-17 09:30:00,h,2023-01-17 11:30:00,PLINE300,439,"",GS1000,kondo25,31199/01179
2023-01-17 07:00:00,Particle test cover,2023-01-17 12:00:00,PLINE200,1840,"",DEBOND_CLEANER,hulsd,36671/01221
2023-01-17 09:00:00,Measurement,2023-01-17 12:00:00,PLINE300,2486,PM,EP5,baskar86,31199/01565
2023-01-17 10:00:00,AHM deposition,2023-01-17 12:00:00,PLINE300,1887,LP1;PM1,EXTREME_2,gullo50,37013/01883
2023-01-17 10:00:00,i,2023-01-17 12:00:00,PLINE300,242,"",HELIOS1200,vrancken,37092/02172
2023-01-17 11:00:00,AP3,2023-01-17 12:00:00,PLINE300,1282,"",SC3400,drent34,31199/01988
2023-01-17 11:00:00,AP3,2023-01-17 12:00:00,PLINE300,1394,"",TR3400,drent34,31199/01988
2023-01-17 11:00:00,P14,2023-01-17 12:00:00,PLINE300,2333,PM6;LP3,TEL_TACTRAS3,vallat65,31199/01889
2023-01-17 11:00:00,SiGe measurement,2023-01-17 12:00:00,PLINE300,735,"",ALERIS,muraki29,32005/01675
2023-01-17 09:30:00,devinp,2023-01-17 12:30:00,PLINE300,265,"",NX3DM,vbelle62,36003/01224
2023-01-17 10:00:00,AL229072,2023-01-17 12:30:00,PLINE300,306,"",ARCHER700,mingar54,38199/02270
2023-01-17 10:30:00,Inpria,2023-01-17 12:30:00,PLINE300,853,"",TR3300,wouter51;choudr12,31199/31247
2023-01-17 11:00:00,EQWI test,2023-01-17 12:30:00,PLINE300,402,"",SC2000,schaap,31199/31811
2023-01-17 09:00:00,AE300655;bake,2023-01-17 13:00:00,PLINE300,2491,PM2,LAM_E5_2,haider15;kam,31199/01617
2023-01-17 09:30:00,coupon etching;coupons,2023-01-17 13:00:00,PLINE300,2197,LP2;PM3,LAM_E5,fathze21;vallat65,31299/02062
2023-01-17 10:00:00,APC,2023-01-17 13:00:00,PLINE300,1225,"",H6300_2,rincon,31199/01756
2023-01-17 10:00:00,Training,2023-01-17 13:00:00,PLINE300,1009,"",HITACHI5000,blanco74,31199/00653
2023-01-17 11:00:00,EQWI test;expose,2023-01-17 13:00:00,PLINE300,406,"",TR2000,schaap;vdbroecn,31199/31811
2023-01-17 11:00:00,For operations (CTL AE300587),2023-01-17 13:00:00,PLINE300,2091,LP1;MPC2,DNS_6,devlie55,31499/01838
2023-01-17 11:00:00,Light Training,2023-01-17 13:00:00,PLINE300,789,"",KLA2925,peters25,31199/02273
2023-01-17 11:30:00,bake,2023-01-17 13:00:00,PLINE300,2358,LP3,LAM_E5_2,kam,31199/01617
2023-01-17 12:00:00,process,2023-01-17 13:00:00,PLINE300,598,"",SCD100,negreira,31199/02273
2023-01-17 09:00:00,Development of NiAl at 420oC,2023-01-17 13:30:00,PLINE300,2125,LP1;CH1_MC;CHE,ENDURA_5,soulie26,31499/02228
2023-01-17 13:00:00,Backside etch with TMAH,2023-01-17 13:30:00,PLINE300,2090,LP1;SM2,DNS_4,hsingy35,30990/02249
2023-01-17 10:00:00,Recipe writing,2023-01-17 14:00:00,PLINE300,777,"",QUANTUMXP,geenen44,36004/01224
2023-01-17 10:00:00,TEOS tests on VERSALIS PM1,2023-01-17 14:00:00,PLINE300,2059,LP1;PM1,VERSALIS,belov93,32099/01506
2023-01-17 11:00:00,m,2023-01-17 14:00:00,PLINE300,1556,"",H6300,vdries51,31199/01413
2023-01-17 12:00:00,Manually check wafer surface,2023-01-17 14:00:00,PLINE300,729,"",INS3300,guo48,98300/14175
2023-01-17 12:00:00,Meas,2023-01-17 14:00:00,PLINE300,541,"",H5000_2,kato15,31199/31074
2023-01-17 13:00:00,ASM internal development,2023-01-17 14:00:00,PLINE300,2162,LP1;MPC2,DNS_6,kim11,30990/01658
2023-01-17 14:00:00,Etch,2023-01-17 14:30:00,PLINE300,2327,PM4;LP3,LAM_E5,raymae79,98601/01062
2023-01-17 14:00:00,Lam Process,2023-01-17 14:30:00,PLINE300,1872,LP1;LP2;PM_L1;PM_L2,DVPRIME_1,huang72,31199/01617
2023-01-17 14:00:00,wafer etch,2023-01-17 14:30:00,PLINE300,2009,LP1;PM5,LAM_E6,kadir70,31199/01713
2023-01-17 10:00:00,III-V,2023-01-17 15:00:00,PLINE300,1892,LP1;PM3,AIXTRON,alcott43,32414/32513
2023-01-17 13:00:00,DSA,2023-01-17 15:00:00,PLINE300,805,"",KLA2925,vanbel53,31199/00650
2023-01-17 13:00:00,Inpria,2023-01-17 15:00:00,PLINE300,854,"",TR3300,wouter51,31199/31247
2023-01-17 13:00:00,measure,2023-01-17 15:00:00,PLINE300,695,"",HITACHI9380,wang24,32299/00013
2023-01-17 14:00:00,i,2023-01-17 15:00:00,PLINE300,971,"",SEMVISION,maes72,44999/01997
2023-01-17 14:00:00,Inpria,2023-01-17 15:00:00,PLINE300,528,"",H5000_2,choudr12,31199/31247
2023-01-17 14:00:00,measure Aether wafers,2023-01-17 15:00:00,PLINE300,413,"",SCD100,gullo50,31199/01617
2023-01-17 14:00:00,Merck,2023-01-17 15:00:00,PLINE300,1310,"",SC3400,hillen84,31199/01680
2023-01-17 14:00:00,Merck,2023-01-17 15:00:00,PLINE300,1464,"",TR3400,hillen84,31199/01680
2023-01-17 14:00:00,Xsem,2023-01-17 15:00:00,PLINE300,295,"",SU8000,maes72,98300/14175
2023-01-17 14:30:00,Use,2023-01-17 15:00:00,PLINE300,2329,LP4;PM4,LAM_E6,raymae79,98601/01062
2023-01-17 15:00:00,coat,2023-01-17 15:30:00,PLINE300,870,"",TR3300,fukumu91,31199/02008
2023-01-17 15:00:00,R,2023-01-17 15:30:00,PLINE300,565,"",TR2000,hillen84,31199/01680
2023-01-17 09:30:00,recipe creation,2023-01-17 16:00:00,PLINE200,1791,"",KLA2351,moet12,32299/31838
2023-01-17 10:00:00,SiGe SPC Development,2023-01-17 16:00:00,PLINE300,2187,LP2;PM5;PM6;PM2,TEL_LEAGA,muraki29,32005/01675
2023-01-17 12:00:00,private work,2023-01-17 16:00:00,PLINE300,2370,BOTL;TOPL,TRDUOS,zander27,31199/31191
2023-01-17 13:00:00,LTC;40 um TOK FEM,2023-01-17 16:00:00,PLINE200,1781,"",AP300,uruena10,32299/00013
2023-01-17 13:30:00,AL214704/2,2023-01-17 16:00:00,PLINE200,1799,"",SAM_AW300,chen70,31012/01506
2023-01-17 14:00:00,rax,2023-01-17 16:00:00,PLINE300,559,"",SC1950,kim69,31199/31147
2023-01-17 14:00:00,rax,2023-01-17 16:00:00,PLINE300,2288,BOTL,TR1950,kim69,31199/31147
2023-01-17 14:00:00,Use,2023-01-17 16:00:00,PLINE300,1512,"",H6300,zidan45,31199/01988
2023-01-17 15:00:00,lam,2023-01-17 16:00:00,PLINE300,1307,"",SC3400,huang72,31199/01617
2023-01-17 15:00:00,lam,2023-01-17 16:00:00,PLINE300,1461,"",TR3400,huang72,31199/01617
2023-01-17 15:00:00,R,2023-01-17 16:00:00,PLINE300,1051,"",HITACHI5000,hillen84,31199/01680
2023-01-17 15:00:00,Xp4_4-PM3 escalation,2023-01-17 16:00:00,PLINE300,761,"",SP3,jagalu79,30990/02250
2023-01-17 15:00:00,XRF,2023-01-17 16:00:00,PLINE300,649,"",2830ZT,mandal97,31499/01284
2023-01-17 09:30:00,hybrid bonding CMP,2023-01-17 16:30:00,PLINE300,2026,LP1;LP2;H1;H2;H3;H4,REFLEXION_2,dewild34,32099/01506
2023-01-17 15:30:00,CFET Recipe tests,2023-01-17 16:30:00,PLINE300,2217,LP2;PM1,LAM_E6,choudh58,38199/01951
2023-01-17 12:00:00,blocked for demo,2023-01-17 17:00:00,PLINE300,1929,LP1;LP2;LP3;PM2;PM2;PM2;PM3;PM3;PM1,XP4_4,kramac15,30990/32063
2023-01-17 14:00:00,Coupon processing in PM1 and PM2,2023-01-17 17:00:00,PLINE300,1984,LP1;LP2;PM4;LP3;PM2;PM3;PM1,INTREPID_2,kim11,30990/01658
2023-01-17 15:00:00,etch coupons,2023-01-17 17:00:00,PLINE300,2224,LP2;PM6,TEL_TACTRAS3,paolil45,31199/01988
2023-01-17 15:30:00,Lam Process,2023-01-17 17:00:00,PLINE300,1880,LP1;LP2;PM3,EXCEL_2,huang72,31199/01617
2023-01-17 15:30:00,Training,2023-01-17 17:00:00,PLINE200,1635,"",NOVA200,hendri21,97406/01185
2023-01-17 16:00:00,develop,2023-01-17 17:00:00,PLINE300,266,"",NX3DM,nong52,36003/01224
2023-01-17 16:00:00,Meas,2023-01-17 17:00:00,PLINE300,414,"",SCD100,huang72,31199/01617
2023-01-17 16:00:00,SiN,2023-01-17 17:00:00,PLINE300,417,"",SPECTRA10K,foubert,31199/31811
2023-01-17 16:00:00,Training,2023-01-17 17:00:00,PLINE300,2437,PM,EDR7100,tamadd54,31199/00653
2023-01-17 14:00:00,CH P48,2023-01-17 17:30:00,PLINE300,1952,LP1;PM1,TEL_TACTRAS3,demand38,31199/31021
2023-01-17 15:00:00,rax,2023-01-17 17:30:00,PLINE300,817,"",KLA2925,kim69,31199/31147
2023-01-17 17:00:00,Lam Process,2023-01-17 17:30:00,PLINE300,1873,LP1;LP2;PM_L1;PM_L2,DVPRIME_1,huang72,31199/01617
2023-01-17 08:00:00,Measurement,2023-01-17 18:00:00,PLINE200,1684,"",HRXRD,rohde60,32399/32869
2023-01-17 09:00:00,20p50 MOKE,2023-01-17 18:00:00,PLINE300,710,"",POLARKERR_2,talmel16,38199/01593
2023-01-17 10:00:00,LTC Block 12;40um TOK,2023-01-17 18:00:00,PLINE300,699,"",TRPROAP,uruena10,32299/00013
2023-01-17 14:00:00,Processing SAW,2023-01-17 18:00:00,PLINE300,2114,LP1;LP2;PM_C;PM_D,F_REX300X_2,pittev,32299/01809
2023-01-17 15:00:00,Meas,2023-01-17 18:00:00,PLINE300,2487,PM,EP5,baskar86,31199/01565
2023-01-17 15:00:00,sem,2023-01-17 18:00:00,PLINE300,913,"",SEMVISION,beirnaer,32299/00013
2023-01-17 15:30:00,Meas,2023-01-17 18:00:00,PLINE300,519,"",TR2000,oka40,31199/30117
2023-01-17 16:00:00,APC,2023-01-17 18:00:00,PLINE300,1062,"",HITACHI5000,schelc12,31199/01057
2023-01-17 16:00:00,Meas,2023-01-17 18:00:00,PLINE300,538,"",H5000_2,kato15,31199/30117
2023-01-17 16:30:00,qualification,2023-01-17 18:00:00,PLINE300,275,"",NOVA200_2,mander15,39320/36502
2023-01-17 17:00:00,rax,2023-01-17 18:00:00,PLINE300,576,"",ALERIS,kim69,31199/31147
2023-01-17 17:00:00,XRF,2023-01-17 18:00:00,PLINE300,650,"",2830ZT,mandal97,31499/01284
2023-01-17 09:30:00,Hysteresis loop of CFO samples,2023-01-17 18:30:00,PLINE200,1703,"",EV11,talmel16,31499/00432
2023-01-17 15:30:00,coupon etching,2023-01-17 18:30:00,PLINE300,2198,LP2;PM3,LAM_E5,fathze21,31299/02062
2023-01-17 16:00:00,SiGe:P Hall effect measurement,2023-01-17 18:30:00,PLINE200,1801,"",CIPT,fujimo16,32499/01922
2023-01-17 18:00:00,scrod,2023-01-17 18:30:00,PLINE300,1874,LP1;LP2;PM_L1;PM_L2,DVPRIME_1,gullo50,31199/01617
2023-01-17 18:00:00,spc,2023-01-17 18:30:00,PLINE300,382,"",F5_SCD,yin84,30990/32063
2023-01-17 12:00:00,curing CUF,2023-01-17 19:00:00,PLINE200,1657,"",BLUE_M_BCB,cuypers,31012/01084
2023-01-17 13:00:00,Cu process set-up,2023-01-17 19:00:00,PLINE300,2492,LP3;PM_C;PM_D,F_REX300X_1,nomura57,31399/01183
2023-01-17 14:00:00,meas;sipp,2023-01-17 19:00:00,PLINE300,1193,"",H6300_2,baerts,31199/00653
2023-01-17 15:00:00,III-V,2023-01-17 19:00:00,PLINE300,1898,LP1;PM3,AIXTRON,alcott43,32414/01367
2023-01-17 16:00:00,test,2023-01-17 19:00:00,PLINE300,153,"",H6300,furuka28,31199/01514
2023-01-17 16:00:00,Wet development;DSA,2023-01-17 19:00:00,PLINE300,2391,BOTL,TRDUOS,heo87;verstr99,31199/00650
2023-01-17 16:00:00,making samples,2023-01-17 19:30:00,PLINE300,1277,"",SC3400,genjim61;dauend87,98601/00962
2023-01-17 16:00:00,making samples,2023-01-17 19:30:00,PLINE300,1388,"",TR3400,genjim61;dauend87,98601/00962
2023-01-17 16:30:00,coat,2023-01-17 19:30:00,PLINE300,872,"",TR3300,kato15,31199/31074
2023-01-17 17:30:00,Etch,2023-01-17 19:30:00,PLINE300,2309,PM6;LP3,TEL_TACTRAS3,fukui39,98601/00962
2023-01-17 19:00:00,coat,2023-01-17 19:30:00,PLINE300,2378,BOTL;TOPL,TRDUOS,kato15,31199/31074
2023-01-17 10:30:00,TEM prep;-,2023-01-17 20:00:00,PLINE300,1106,"",HELIOS_G5,drijboom;pauluss,42199/00160
2023-01-17 11:00:00,pellicle,2023-01-17 20:00:00,PLINE300,431,"",YS250,bekaert,31199/00979
2023-01-17 18:30:00,i,2023-01-17 20:00:00,PLINE300,972,"",SEMVISION,redants,44999/01997
2023-01-17 19:30:00,coat,2023-01-17 20:00:00,PLINE300,871,"",TR3300,fukumu91,31199/02008
2023-01-17 14:00:00,Premeasurements,2023-01-17 20:30:00,PLINE300,2095,LP1;LP2;NOVA,F_REX300X_1,pittev,31399/01183
2023-01-17 18:00:00,CTl clean,2023-01-17 20:30:00,PLINE300,2139,LP1;LP2;MPC8,DNS_6,vdbroecn,31199/01655
2023-01-17 19:00:00,SION screening,2023-01-17 20:30:00,PLINE200,2242,LP2;CHD,AMAT_MEK,leyssens,98300/01969
2023-01-17 19:30:00,exposure,2023-01-17 20:30:00,PLINE300,1299,"",SC3400,kato15,31199/31074
2023-01-17 19:30:00,exposure,2023-01-17 20:30:00,PLINE300,1410,"",TR3400,kato15,31199/31074
2023-01-17 17:00:00,TiN investigation for first wafe,2023-01-17 21:00:00,PLINE200,1859,LP1;LP2,ENDURA1,bermej14,39422/01221
2023-01-17 18:00:00,DEVINPs,2023-01-17 21:00:00,PLINE200,1792,"",KLA2351,janard53,32299/31838
2023-01-17 19:30:00,processing,2023-01-17 21:30:00,PLINE300,267,"",NX3DM,nong52,36003/01224
2023-01-17 13:00:00,WP3,2023-01-17 22:00:00,PLINE300,454,"",GS1000,vdheuvel,31199/01886
2023-01-17 14:00:00,TEMprep,2023-01-17 22:00:00,PLINE300,1162,"",HELIOS450,nelisl,42199/00160
2023-01-17 17:30:00,SPC binaries,2023-01-17 22:00:00,PLINE300,1930,LP1;PM1,XP4_4,chauha79,30990/32063
2023-01-17 19:00:00,with Arame AEI,2023-01-17 22:00:00,PLINE300,1588,"",H6300,demand38,31199/31021
2023-01-17 19:30:00,'-,2023-01-17 22:00:00,PLINE300,1131,"",TITAN,pauluss,42199/00160
2023-01-17 21:00:00,coat,2023-01-17 22:00:00,PLINE300,520,"",TR2000,kato15,31199/30117
2023-01-17 15:00:00,M2MF defectivity Core Pull,2023-01-17 23:00:00,PLINE300,471,"",PROVISION2E,herman57,31199/00653
2023-01-17 20:30:00,Private use,2023-01-17 23:30:00,PLINE300,883,"",TR3300,oguma46,31199/30092
2023-01-17 07:00:00,"HOT DEPOSITION AE300587,AE234700",2023-01-18 00:00:00,PLINE300,2056,LP1;LP2;CHA;CHB;CHE;CHF;CHG;CHI;CHJ;CHK;CHL;LP3,ANELVA_2,mertenss,31499/02041
2023-01-17 18:00:00,R,2023-01-18 00:00:00,PLINE300,1052,"",HITACHI5000,hillen84,31199/01680
2023-01-18 00:00:00,test,2023-01-18 01:30:00,PLINE300,104,"",TR3300,vleerb85,31199/30079
2023-01-18 01:30:00,test,2023-01-18 02:00:00,PLINE300,50,"",SC3400,vleerb85,31199/30079
2023-01-18 01:30:00,test,2023-01-18 02:00:00,PLINE300,64,"",TR3400,vleerb85,31199/30079
2023-01-17 14:00:00,development,2023-01-18 06:00:00,PLINE300,2036,LP1;LP2;CH2_MC;CH3;CHE;CHF,ENDURA_5,devul,31499/02251
2023-01-17 22:00:00,urgent lot,2023-01-18 06:00:00,PLINE300,2144,LP1;H1;PM2;PM3;PM1,REFLEXION_2,raymaek,31399/00039
2023-01-18 06:00:00,i,2023-01-18 08:00:00,PLINE300,950,"",SEMVISION,engelen,43001/43193
2023-01-18 06:30:00,lam,2023-01-18 08:00:00,PLINE300,1318,"",SC3400,vgoidsen,31199/01918
2023-01-18 06:30:00,lam,2023-01-18 08:00:00,PLINE300,1453,"",TR3400,vgoidsen,31199/01918
2023-01-18 07:00:00,devinp,2023-01-18 08:00:00,PLINE300,553,"",SC1950,debacker,31199/00653
2023-01-18 07:00:00,devinp,2023-01-18 08:00:00,PLINE300,2280,BOTL;TOPL,TR1950,debacker,31199/00653
2023-01-17 22:00:00,Use,2023-01-18 09:00:00,PLINE300,1513,"",H6300,zidan45,31199/01988
2023-01-18 06:00:00,pline,2023-01-18 09:00:00,PLINE300,740,"",SU8000,caluwaer,31699/00055
2023-01-18 07:30:00,Process SPC wafer,2023-01-18 09:00:00,PLINE300,2148,LP1;PM1,EXTREME_2,gomezg80,39424/01225
2023-01-18 08:00:00,coat,2023-01-18 09:30:00,PLINE300,1411,"",TR3400,kato15,31199/31074
2023-01-18 08:00:00,Meas,2023-01-18 09:30:00,PLINE300,1175,"",H6300_2,thiam14,98601/01971
2023-01-18 07:30:00,i,2023-01-18 10:00:00,PLINE300,243,"",HELIOS1200,brus;hawrij19,37092/02172
2023-01-18 08:00:00,om/2th,2023-01-18 10:00:00,PLINE200,1669,"",HRXRD,ymols,32414/01368
2023-01-18 08:00:00,test,2023-01-18 10:00:00,PLINE300,105,"",TR3300,dekeys25,31199/30079
2023-01-18 08:30:00,rax,2023-01-18 10:00:00,PLINE300,2450,PM,EDR7100,kim69,31199/31147
2023-01-18 09:00:00,DSA,2023-01-18 10:00:00,PLINE300,994,"",HITACHI5000,vanbel53,31199/00650
2023-01-18 09:30:00,20 wafer lot,2023-01-18 10:00:00,PLINE300,345,"",SP5,knaepen,30990/02249
2023-01-18 09:30:00,inspection,2023-01-18 10:00:00,PLINE300,677,"",H5000_2,mingar54,38199/02270
2023-01-18 09:30:00,test,2023-01-18 10:00:00,PLINE300,51,"",SC3400,dekeys25,31199/30079
2023-01-18 09:30:00,test,2023-01-18 10:00:00,PLINE300,65,"",TR3400,dekeys25,31199/30079
2023-01-18 09:00:00,DSA,2023-01-18 11:00:00,PLINE300,2392,BOTL,TRDUOS,verstr99,31199/00650
2023-01-18 09:00:00,recipe creation,2023-01-18 11:00:00,PLINE300,829,"",KLA2925,moet12,32102/01048
2023-01-18 09:30:00,Dev,2023-01-18 11:00:00,PLINE200,1636,"",NOVA200,hendri21,97406/01185
2023-01-18 09:30:00,Meas,2023-01-18 11:00:00,PLINE300,1219,"",H6300_2,kovale23,31199/01873
2023-01-18 10:00:00,devinp,2023-01-18 11:00:00,PLINE300,554,"",SC1950,debacker,31199/00653
2023-01-18 10:00:00,devinp,2023-01-18 11:00:00,PLINE300,2281,BOTL;TOPL,TR1950,debacker,31199/00653
2023-01-18 10:00:00,DSA,2023-01-18 11:00:00,PLINE300,566,"",TR2000,kampit73,31199/01680
2023-01-18 10:00:00,making samples,2023-01-18 11:00:00,PLINE300,1333,"",SC3400,genjim61,31199/02273
2023-01-18 10:00:00,making samples,2023-01-18 11:00:00,PLINE300,1437,"",TR3400,genjim61,31199/02273
2023-01-18 10:00:00,Si,2023-01-18 11:00:00,PLINE300,396,"",SCD100,netsou48,30990/32063
2023-01-18 11:00:00,MHM,2023-01-18 11:30:00,PLINE300,1959,LP1;PM1,LAM_E5_2,kampit73,31199/01680
2023-01-18 09:00:00,devinp,2023-01-18 12:00:00,PLINE300,268,"",NX3DM,vbelle62,36003/01224
2023-01-18 09:00:00,DSA,2023-01-18 12:00:00,PLINE300,1531,"",H6300,vanbel53,31199/00650
2023-01-18 09:30:00,TDMAHF test,2023-01-18 12:00:00,PLINE300,1916,LP1;PM2,XP4_2,liang13,30990/32063
2023-01-18 10:00:00,lot,2023-01-18 12:00:00,PLINE300,332,"",YS375,canga29,38199/02270
2023-01-18 10:00:00,review,2023-01-18 12:00:00,PLINE300,2456,PM,EDR7100,peters25,31199/02273
2023-01-18 10:00:00,sem,2023-01-18 12:00:00,PLINE300,914,"",SEMVISION,dvriendt,32299/00013
2023-01-18 10:00:00,test mich,2023-01-18 12:00:00,PLINE300,2133,LP1;PM4;PM5,LAM_E6,goossen,31299/31900
2023-01-18 11:00:00,coupon processing,2023-01-18 12:00:00,PLINE300,2199,LP2;PM3,LAM_E5,bezard78,31299/02062
2023-01-18 11:00:00,IGZO project etch,2023-01-18 12:00:00,PLINE300,2319,LP4;PM6,LAM_E6,li17,38199/01284
2023-01-18 09:30:00,cleaning performance chedk,2023-01-18 12:30:00,PLINE300,2102,LP1;LP2;PM_C;PM_D;NOVA;CL1A;CL1B;CL2A;CL2B;CL3A;CL3B;CL4A;CL4B,F_REX300X_2,sugawa19,31399/01183
2023-01-18 10:00:00,HF etch,2023-01-18 12:30:00,PLINE300,1979,LP1;SM1,DNS_4,jeon73,30990/32063
2023-01-18 09:00:00,AE209757,2023-01-18 13:00:00,PLINE300,2055,LP1;LP2;LP3;PM1,EXTREME_2,goovae19,31199/01876
2023-01-18 10:00:00,200mm tapeframe,2023-01-18 13:00:00,PLINE200,1661,"",LASERDEBOND,coulso66,44286/44542
2023-01-18 10:00:00,III-V measurement,2023-01-18 13:00:00,PLINE200,1668,"",HRXRD,alcott43,32414/32513
2023-01-18 11:00:00,Light Training,2023-01-18 13:00:00,PLINE300,790,"",KLA2925,johnsu91,31199/02273
2023-01-18 11:00:00,sds,2023-01-18 13:00:00,PLINE300,1258,"",H6300_2,haider15,31199/01617
2023-01-18 12:00:00,20 wafer lot,2023-01-18 13:00:00,PLINE300,346,"",SP5,knaepen,30990/02249
2023-01-18 12:00:00,i,2023-01-18 13:00:00,PLINE300,186,"",H6300,raymae79,31199/01918
2023-01-18 12:00:00,measure Aether lot,2023-01-18 13:00:00,PLINE300,415,"",SCD100,gullo50,31199/01617
2023-01-17 22:00:00,h,2023-01-18 13:30:00,PLINE300,440,"",GS1000,kondo25,31199/01179
2023-01-18 10:00:00,A-SI Deposition,2023-01-18 13:30:00,PLINE300,2225,LP2;PM1,VERSALIS,channa40,32299/00588
2023-01-18 10:00:00,Inpria,2023-01-18 13:30:00,PLINE300,855,"",TR3300,wouter51;decabo23,31199/31247
2023-01-18 13:00:00,Private use,2023-01-18 13:30:00,PLINE300,461,"",ALERIS,oguma46,31199/30092
2023-01-18 10:00:00,SiO2 low temperature deposition,2023-01-18 14:00:00,PLINE300,1908,LP1;PM3,EXCEL_1,martel37,37013/01883
2023-01-18 11:00:00,AE216026,2023-01-18 14:00:00,PLINE300,334,"",2830ZT,annama94,32005/01084
2023-01-18 13:00:00,coat,2023-01-18 14:00:00,PLINE300,2379,BOTL;TOPL,TRDUOS,kato15,31199/31074
2023-01-18 13:00:00,scrjdp,2023-01-18 14:00:00,PLINE300,1598,"",H6300,vanderey,31199/31191
2023-01-18 14:00:00,Use,2023-01-18 14:30:00,PLINE300,2330,LP4;PM4,LAM_E6,raymae79,98601/01062
2023-01-18 09:00:00,IGZO development,2023-01-18 15:00:00,PLINE300,1994,LP1;CH4_MC;CHE;CH2_MC,ENDURA_5,dekkers,31499/01284
2023-01-18 11:30:00,Recipe optimizations,2023-01-18 15:00:00,PLINE300,703,"",JVX7300M,porret,32499/01922
2023-01-18 13:00:00,AE301496,2023-01-18 15:00:00,PLINE300,1881,LP1;PM3,EXCEL_2,goovae19,31199/01617
2023-01-18 13:00:00,full wafer etch,2023-01-18 15:00:00,PLINE300,2019,LP1;PM6,TEL_TACTRAS3,paolil45,31199/01988
2023-01-18 13:00:00,inspection,2023-01-18 15:00:00,PLINE300,2457,PM,EDR7100,johnsu91,31199/02273
2023-01-18 13:00:00,test,2023-01-18 15:00:00,PLINE300,161,"",H6300_2,furuka28,31199/01514
2023-01-18 14:00:00,EUV+DSA,2023-01-18 15:00:00,PLINE300,1290,"",SC3400,verstr99,31199/00650
2023-01-18 14:00:00,EUV+DSA,2023-01-18 15:00:00,PLINE300,1401,"",TR3400,verstr99,31199/00650
2023-01-18 14:00:00,i,2023-01-18 15:00:00,PLINE300,951,"",SEMVISION,dusar,43001/43193
2023-01-18 14:00:00,measure,2023-01-18 15:00:00,PLINE300,696,"",HITACHI9380,wang24,32299/00013
