Begin,Cluster,Description,End,Fab300_Duration,Fab300_User_id,FACILITY,IIO_Duration,IIO_User_id,Modules,Tool,WBS
2023-01-13 16:00:00,,SiN thickness recipe,2023-01-13 17:00:00,,"",PLINE300,1,foubert,"",SPECTRA10K,31199/31811
2023-01-13 16:00:00,,Use,2023-01-13 19:00:00,,"",PLINE300,3,gronhe29,"",HITACHI5000,31199/01920
2023-01-13 16:00:00,0,P230044,2023-01-13 19:51:41,2.9325,moelants,PLINE200,2,moelants,"",ASM1100,97401/01775
2023-01-13 16:30:00,,DSA,2023-01-13 17:00:00,,"",PLINE300,0.5,kampit73,BOTL,TRDUOS,31199/01680
2023-01-13 16:30:00,,INPRIA,2023-01-13 17:00:00,,"",PLINE300,0.5,doise23,"",TR3300,31199/31247
2023-01-13 17:00:00,,AP3,2023-01-13 17:30:00,,"",PLINE300,0.5,drent34,"",SC3400,31199/01988
2023-01-13 17:00:00,,AP3,2023-01-13 17:30:00,,"",PLINE300,0.5,drent34,"",TR3400,31199/01988
2023-01-13 17:00:00,,JSR,2023-01-13 19:00:00,,"",PLINE300,2,perrem78,"",SC1000,31199/30079
2023-01-13 17:00:00,,JSR,2023-01-13 19:00:00,,"",PLINE300,2,perrem78,"",TR1000,31199/30079
2023-01-13 17:00:00,,Pellicle,2023-01-14 00:00:00,,"",PLINE300,7,bekaert,"",YS250,31199/00979
2023-01-13 17:00:00,,sem,2023-01-13 18:30:00,,"",PLINE300,1.5,dvriendt,"",SEMVISION,32299/00013
2023-01-13 17:05:29,,"",2023-01-13 21:37:18,4.530277777777778,koryto87,PLINE300,,"","",EXSOLVE,42199/00160
2023-01-13 17:20:09,,"",2023-01-13 18:14:32,0.9063888888888889,vrebos45,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-13 18:00:00,,CD check ADI,2023-01-14 00:00:00,,"",PLINE300,6,dauend87,"",H6300,98601/00962
2023-01-13 18:24:32,,"",2023-01-13 20:58:33,2.5669444444444443,lookma25,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-13 18:30:00,,Sample characterization,2023-01-13 20:00:00,,"",PLINE300,1.5,tripat41,"",NOVA200_2,97406/01185
2023-01-13 19:00:00,,INPRIA;Inpria,2023-01-14 07:00:00,,"",PLINE300,12,wouter51;deschepp,"",HITACHI5000,31199/31247
2023-01-13 19:00:00,,Use,2023-01-13 21:00:00,,"",PLINE300,2,zidan45,"",H6300_2,31199/01988
2023-01-13 19:00:00,0,P230044,2023-01-13 21:27:44,1.6019444444444444,moelants,PLINE200,2,moelants,"",CS4800,97401/01775
2023-01-13 19:29:53,,"",2023-01-13 21:34:11,2.0716666666666668,derudd92,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-13 21:00:00,,tst,2023-01-14 10:00:00,,"",PLINE300,13,truffert,"",YS375,31199/01570
2023-01-13 22:01:09,,"",2023-01-14 06:03:25,8.037777777777778,dutrow20,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-13 22:16:56,,"",2023-01-14 02:19:29,4.0425,decler36,PLINE300,,"","",SEMVISION,39320/36502
2023-01-14 00:00:00,,x;Use,2023-01-15 10:00:00,,"",PLINE300,34,zidan45,"",H6300,31199/01988
2023-01-14 02:43:37,,"",2023-01-14 04:31:18,1.7947222222222223,decler36,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-14 04:00:00,,pline werk,2023-01-14 04:30:00,,"",PLINE300,0.5,caluwaer,"",SU8000,31699/00055
2023-01-14 04:40:30,,"",2023-01-14 05:09:37,0.48527777777777775,decler36,PLINE300,,"","",SEMVISION,39320/36502
2023-01-14 05:22:50,,"",2023-01-14 06:06:24,0.7261111111111112,decler36,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-14 06:30:00,9,i,2023-01-14 12:35:22,5.634444444444444,dvriendt,PLINE300,2.5,engelen,"",SEMVISION,43001/43193
2023-01-14 06:42:13,,"",2023-01-14 14:30:09,7.7988888888888885,konecn85,PLINE300,,"","",HELIOS1200,98850/02081
2023-01-14 07:00:00,,/,2023-01-14 12:00:00,,"",PLINE300,5,vandeney,"",HITACHI5000,31199/00653
2023-01-14 07:00:00,1,PR22.0284,2023-01-14 10:00:11,2.6461111111111113,bangel19,PLINE200,1.5,bangel19,LP1;LP2,ELECTRA_CU,39422/01224
2023-01-14 07:08:51,,"",2023-01-14 08:43:31,1.5777777777777777,gade18,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-14 07:57:50,7,Lot processing,2023-01-14 10:59:13,3.0230555555555556,wouter12,PLINE300,2,perrem78,"",SC1000,31199/30079
2023-01-14 07:58:14,7,Lot processing,2023-01-14 10:59:04,3.013888888888889,wouter12,PLINE300,2,perrem78,"",TR1000,31199/30079
2023-01-14 08:00:00,,Rajesh ADI,2023-01-14 09:00:00,,"",PLINE300,1,demand38,"",H6300_2,31199/31021
2023-01-14 09:00:00,,APC,2023-01-14 13:00:00,,"",PLINE300,4,rincon,"",H6300_2,31199/01756
2023-01-14 09:00:00,,making samples,2023-01-14 10:00:00,,"",PLINE300,1,genjim61,"",SC3400,31199/02273
2023-01-14 09:00:00,,making samples,2023-01-14 10:00:00,,"",PLINE300,1,genjim61,"",TR3400,31199/02273
2023-01-14 09:00:00,,rax,2023-01-14 09:30:00,,"",PLINE300,0.5,kim69,"",SC1950,31199/31147
2023-01-14 09:00:00,,rax,2023-01-14 09:30:00,,"",PLINE300,0.5,kim69,BOTL,TR1950,31199/31147
2023-01-14 09:00:00,,sec,2023-01-14 10:00:00,,"",PLINE300,1,nonaka89,PM,EDR7100,31007/30076
2023-01-14 10:00:00,,i,2023-01-14 12:00:00,,"",PLINE300,2,stiersj,"",HELIOS1200,37092/02172
2023-01-14 10:00:00,,rax,2023-01-14 11:00:00,,"",PLINE300,1,kim69,"",KLA2925,31199/31147
2023-01-14 10:00:00,,rax,2023-01-14 12:00:00,,"",PLINE300,2,kim69,PM,EDR7100,31199/31147
2023-01-14 10:00:00,0,iLIME 20230111-104429-chew28,2023-01-14 12:26:20,2.0833333333333335,tielens,PLINE300,1,tielens,"",TXRF300,32099/01506
2023-01-14 10:30:00,,cross section,2023-01-14 12:00:00,,"",PLINE300,1.5,carola29,"",HELIOS450,42199/00160
2023-01-14 11:00:00,,Zeon,2023-01-14 12:00:00,,"",PLINE300,1,akihid10,"",SC3400,31199/01693
2023-01-14 11:00:00,,Zeon,2023-01-14 12:00:00,,"",PLINE300,1,akihid10,"",TR3400,31199/01693
2023-01-14 12:00:00,,Use,2023-01-14 15:00:00,,"",PLINE300,3,gronhe29,"",HITACHI5000,31199/01920
2023-01-14 13:00:00,,200,2023-01-14 17:00:00,,"",PLINE300,4,carola29,"",TITAN,42199/00160
2023-01-14 13:00:00,,mea,2023-01-14 15:00:00,,"",PLINE300,2,xiang38,"",H6300_2,31199/02273
2023-01-14 13:00:00,2,test,2023-01-14 15:00:00,1.518888888888889,le27,PLINE300,2,le27,"",TR3300,31199/30079
2023-01-14 13:23:11,,"",2023-01-14 17:36:38,4.224166666666667,gade18,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-14 13:30:00,1,DEVINP,2023-01-14 19:00:00,4.411666666666667,vbelle62,PLINE300,5.5,vbelle62,"",NX3DM,36003/01224
2023-01-14 14:00:00,,Scanner Monitor,2023-01-14 18:00:00,,"",PLINE300,4,aubert85,"",SC3400,31199/31811
2023-01-14 15:00:00,,SVDU,2023-01-14 16:30:00,,"",PLINE300,1.5,xiang38,"",TR3300,31199/02273
2023-01-14 15:00:00,,Zeon,2023-01-14 19:00:00,,"",PLINE300,4,akihid10;yeh39,"",H6300_2,31007/30121
2023-01-14 15:00:00,,Zeon,2023-01-14 20:00:00,,"",PLINE300,5,yeh39,"",HITACHI5000,31199/01693
2023-01-14 15:04:51,,"",2023-01-14 15:29:58,0.4186111111111111,konecn85,PLINE300,,"","",SEMVISION,32299/01899
2023-01-14 15:30:29,,"",2023-01-14 18:03:54,2.5569444444444445,konecn85,PLINE300,,"","",HELIOS1200,38199/01792
2023-01-14 18:00:00,,TEL,2023-01-14 18:30:00,,"",PLINE300,0.5,xiang38,"",SC3400,31199/02273
2023-01-14 18:00:00,,TEL,2023-01-14 18:30:00,,"",PLINE300,0.5,xiang38,"",TR3400,31199/02273
2023-01-14 19:08:53,,"",2023-01-15 06:12:36,11.061944444444444,michal78,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-14 20:00:00,,Use,2023-01-15 07:00:00,,"",PLINE300,11,gronhe29,"",HITACHI5000,31199/01920
2023-01-14 23:05:50,,"",2023-01-15 06:26:56,7.351666666666667,vdstaey,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-15 06:00:00,12,i,2023-01-15 08:00:00,1.4538888888888888,caluwaer,PLINE300,2,caluwaer,"",HELIOS1200,37092/02172
2023-01-15 06:30:00,,i,2023-01-15 09:00:00,,"",PLINE300,2.5,engelen,"",SEMVISION,43001/43193
2023-01-15 06:46:03,,"",2023-01-15 09:44:08,2.9680555555555554,konecn85,PLINE300,,"","",VERIOS,31299/01904
2023-01-15 07:25:28,,"",2023-01-15 10:16:40,2.8533333333333335,gade18,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-15 07:30:00,2,red problem lot processing,2023-01-15 11:33:48,3.89,vdveld25,PLINE300,3,vdveld25,LP1;LP2;CHA;CHB,PRODUCER_2,98300/14175
2023-01-15 07:37:40,,"",2023-01-15 11:05:39,3.466388888888889,seidelf,PLINE300,,"","",METRIOS,39320/36502
2023-01-15 08:00:00,,JSR,2023-01-15 10:00:00,,"",PLINE300,2,perrem78,"",TR1000,31199/30079
2023-01-15 08:00:00,,private,2023-01-15 09:00:00,,"",PLINE300,1,fukumu91,"",TR3300,31199/02019
2023-01-15 08:00:00,8,JSR,2023-01-15 10:04:38,2.07,le27,PLINE300,2,perrem78,"",SC1000,31199/30079
2023-01-15 09:00:00,,PR23.0007,2023-01-15 11:00:00,,"",PLINE200,2,bangel19,LP1;LP2;CHD,ENDURA1,39422/01224
2023-01-15 09:08:46,,"",2023-01-15 15:39:58,6.52,hillaert,PLINE200,,"","",MIRRA_3,36999/36999
2023-01-15 10:00:00,,200,2023-01-15 12:00:00,,"",PLINE300,2,carola29,"",TITAN,42199/00160
2023-01-15 10:00:00,,mea,2023-01-15 12:00:00,,"",PLINE300,2,xiang38,"",H6300_2,31199/02273
2023-01-15 10:00:00,,private,2023-01-15 10:30:00,,"",PLINE300,0.5,fukumu91,"",SC3400,31199/02019
2023-01-15 10:00:00,,private,2023-01-15 10:30:00,,"",PLINE300,0.5,fukumu91,"",TR3400,31199/02019
2023-01-15 10:00:00,,Use,2023-01-15 11:00:00,,"",PLINE300,1,zidan45,"",H6300,31199/01918
2023-01-15 10:20:40,,"",2023-01-15 18:07:34,7.781666666666666,konecn85,PLINE300,,"","",HELIOS1200,38199/01792
2023-01-15 10:30:00,,AP3 work,2023-01-15 11:30:00,,"",PLINE300,1,fukumu91,"",SC3400,31199/02008
2023-01-15 10:30:00,,AP3 work,2023-01-15 11:30:00,,"",PLINE300,1,fukumu91,"",TR3400,31199/02008
2023-01-15 11:00:00,,private,2023-01-15 20:00:00,,"",PLINE300,9,kato70,"",H6300,31199/02007
2023-01-15 12:00:00,,Zeon,2023-01-15 18:30:00,,"",PLINE300,6.5,akihid10,"",H6300_2,31007/30121
2023-01-15 12:30:00,,cross section,2023-01-15 16:00:00,,"",PLINE300,3.5,carola29,"",HELIOS450,42199/00160
2023-01-15 13:00:00,,TEL,2023-01-15 14:30:00,,"",PLINE300,1.5,xiang38,"",SC3400,98600/00962
2023-01-15 13:00:00,,TEL,2023-01-15 14:30:00,,"",PLINE300,1.5,xiang38,"",TR3400,98600/00962
2023-01-15 13:17:39,2,DEVINP,2023-01-15 19:00:00,5.1775,vbelle62,PLINE300,5.5,vbelle62,"",NX3DM,36003/01224
2023-01-15 14:00:00,,liquid mold,2023-01-15 17:00:00,,"",PLINE300,3,cuypers,"",MOLDER,31012/01506
2023-01-15 14:15:45,,"",2023-01-15 17:48:30,3.5458333333333334,gade18,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-15 14:30:00,,test,2023-01-15 18:00:00,,"",PLINE300,3.5,furuka28,"",KLA2925,31199/01514
2023-01-15 15:00:00,,Coating glass wafers. Seq 4002,2023-01-15 16:00:00,,"",PLINE200,1,cuypers,"",TEMP_BONDER,31012/01506
2023-01-15 17:00:00,,PMC prog 27,2023-01-15 22:00:00,,"",PLINE200,5,cuypers,"",BLUE_M_BCB,31012/01506
2023-01-15 17:00:00,,sec,2023-01-15 17:30:00,,"",PLINE300,0.5,nonaka89,"",TR3300,31007/30076
2023-01-15 17:00:00,,sec,2023-01-15 18:00:00,,"",PLINE300,1,nonaka89,"",ALERIS,31007/30076
2023-01-15 18:00:00,,Reservation SHINETSU,2023-01-15 19:00:00,,"",PLINE300,1,nonaka89,"",SC3400,31007/30076
2023-01-15 18:00:00,,Reservation SHINETSU,2023-01-15 19:00:00,,"",PLINE300,1,nonaka89,"",TR3400,31007/30076
2023-01-15 18:30:00,,sec,2023-01-15 19:00:00,,"",PLINE300,0.5,nonaka89,"",H6300_2,31007/30076
2023-01-15 18:54:46,,"",2023-01-15 21:58:25,3.0608333333333335,michal78,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-15 19:00:00,,sec,2023-01-15 20:00:00,,"",PLINE300,1,nonaka89,"",HITACHI5000,31007/30076
2023-01-15 19:30:00,,private,2023-01-15 23:00:00,,"",PLINE300,3.5,fukumu91,"",H6300_2,31199/02019
2023-01-15 19:40:17,,"",2023-01-15 23:31:12,3.848611111111111,vdstaey,PLINE300,,"","",VERIOS,39320/36502
2023-01-15 20:00:00,,private,2023-01-15 23:00:00,,"",PLINE300,3,fukumu91,"",H6300,31199/02019
2023-01-15 20:30:00,,INPRIA,2023-01-16 00:00:00,,"",PLINE300,3.5,deschepp,"",HITACHI5000,31199/31247
2023-01-15 21:58:39,,"",2023-01-16 05:36:59,7.638888888888889,michal78,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-15 22:00:00,,h,2023-01-16 08:30:00,,"",PLINE300,10.5,kondo25,"",GS1000,31199/01179
2023-01-15 23:00:00,,meas,2023-01-16 06:00:00,,"",PLINE300,7,fukumu91,"",H6300,31199/02008
2023-01-15 23:31:38,,"",2023-01-16 06:06:03,6.573611111111111,vdstaey,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-16 00:00:00,,JSR,2023-01-16 02:00:00,,"",PLINE300,2,perrem78,"",SC1000,31199/30079
2023-01-16 00:00:00,,JSR,2023-01-16 02:00:00,,"",PLINE300,2,perrem78,"",TR1000,31199/30079
2023-01-16 02:00:00,,test,2023-01-16 03:30:00,,"",PLINE300,1.5,vleerb85,"",H5000_2,31199/30079
2023-01-16 05:58:45,0,p,2023-01-16 10:00:00,3.79,goovae19,PLINE300,4,goovae19,LP1;LP2;LP3;PM1,EXTREME_2,31199/01918
2023-01-16 06:00:00,,recipe,2023-01-16 07:00:00,,"",PLINE300,1,vdbroecn,"",H6300_2,31199/01655
2023-01-16 06:09:42,,"",2023-01-16 09:49:21,3.660833333333333,lookma25,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-16 06:30:00,,making samples;measuremnet,2023-01-16 09:00:00,,"",PLINE300,2.5,genjim61,"",H6300,31199/02273
2023-01-16 06:30:00,,meting,2023-01-16 19:00:00,,"",PLINE300,12.5,debacker,"",EBEAM300,31199/00653
2023-01-16 06:31:29,,"",2023-01-16 10:03:32,3.5341666666666667,derudd92,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-16 07:00:00,,DEVINP,2023-01-16 10:30:00,,"",PLINE200,3.5,grosem77,"",FUSIONBONDER,37004/37141
2023-01-16 07:00:00,,meas,2023-01-16 09:00:00,,"",PLINE300,2,delvaux,"",HITACHI5000,32299/00355
2023-01-16 07:00:00,,PD,2023-01-16 10:00:00,,"",PLINE300,3,ramane56,"",H6300_2,31199/02273
2023-01-16 07:00:00,0,P222038/11,2023-01-16 08:30:00,1.1680555555555556,moelants,PLINE200,1.5,moelants,"",CS4800,37037/02055
2023-01-16 08:00:00,,Measurement,2023-01-16 18:00:00,,"",PLINE200,10,rohde60,"",HRXRD,32399/32869
2023-01-16 08:00:00,,sem,2023-01-16 10:00:00,,"",PLINE300,2,dvriendt,"",SEMVISION,32299/00013
2023-01-16 08:00:00,,test,2023-01-16 10:00:00,,"",PLINE300,2,dekeys25,"",SC1000,31199/30079
2023-01-16 08:00:00,,test,2023-01-16 10:00:00,,"",PLINE300,2,dekeys25,"",TR1000,31199/30079
2023-01-16 08:00:00,0,EBSD-meting Myriam Van De Peer,2023-01-16 13:00:00,3.8875,vdpeer,PLINE200,5,jmesse,"",XL30_CF,32099/01506
2023-01-16 08:17:52,,"",2023-01-17 08:02:23,23.741944444444446,kennes63,PLINE300,,"","",HYBRID_BONDER,31012/01084
2023-01-16 08:25:58,0,Prio lot,2023-01-16 17:00:00,8.565555555555555,schoofs,PLINE200,7.5,schoofs,"",300MM_DICER,32299/02016
2023-01-16 08:30:00,,test,2023-01-16 10:30:00,,"",PLINE300,2,dekeys25,"",TR3300,31199/30079
2023-01-16 08:54:41,0,BROMO Project: TSV Plating CMP,2023-01-16 10:53:34,1.9813888888888889,kyaw73,PLINE200,1.5,kyaw73,LP1;LP2;PLATEN1;PLATEN2;PLATEN3,MIRRA_3,36026/01224
2023-01-16 09:00:00,,d,2023-01-16 11:00:00,,"",PLINE300,2,gupta76,"",KLA2925,31199/01321
2023-01-16 09:00:00,,NbTiN/Si/NbTiN;Florida JJ,2023-01-16 18:00:00,,"",PLINE300,9,piao23,LP1;CH1_MC;CH2_MC;CHE,ENDURA_5,43900/02205
2023-01-16 09:00:00,,throttle valve replacement,2023-01-16 17:00:00,,"",PLINE300,8,honnib65,LP1;PM1,XP4_4,30990/32063
2023-01-16 09:00:00,,x,2023-01-16 10:00:00,,"",PLINE300,1,goossen,"",SU8000,31299/31900
2023-01-16 09:00:00,3,20p50 MOKE,2023-01-16 11:41:12,2.565,talmel16,PLINE300,2,talmel16,"",POLARKERR_2,38199/01593
2023-01-16 09:19:18,,"",2023-01-16 10:18:11,0.9813888888888889,eswara57,PLINE300,,"","",NOVA200_2,39320/36502
2023-01-16 09:22:22,0,AE224542,2023-01-16 10:30:00,1.0061111111111112,chen70,PLINE200,1,chen70,"",SAM_AW300,36671/01224
2023-01-16 09:30:00,0,Measurement,2023-01-16 10:00:00,0.3597222222222222,stokhof,PLINE200,0.5,tricas85,"",SP1_DLS,30990/02249
2023-01-16 09:32:39,,"",2023-01-16 09:58:52,0.43694444444444447,vrebos45,PLINE300,,"","",VERIOS,39320/36502
2023-01-16 09:33:32,,"",2023-01-16 09:33:52,0.005555555555555556,ceuppenj,PLINE300,,"","",A412,39425/01224
2023-01-16 10:00:00,,ctl 300mm on tape,2023-01-16 12:30:00,,"",PLINE200,2.5,kennes63,"",LASERDEBOND,31012/01084
2023-01-16 10:00:00,,D18,2023-01-16 14:00:00,,"",PLINE200,4,zunic13,"",WYCO,98300/01618
2023-01-16 10:00:00,,m,2023-01-16 11:00:00,,"",PLINE300,1,vdries51,BOTL,TRDUOS,31199/01413
2023-01-16 10:00:00,,meas,2023-01-16 13:00:00,,"",PLINE300,3,kovale23,"",H6300_2,31199/01873
2023-01-16 10:00:00,,Particle investigation,2023-01-17 08:00:00,,"",PLINE300,22,ceuppenj,LP1;PM2,A412,39425/01224
2023-01-16 10:00:00,,si,2023-01-16 11:00:00,,"",PLINE300,1,netsou48,"",SCD100,30990/32063
2023-01-16 10:00:00,0,Dev 60nm recipe,2023-01-16 13:00:00,2.0652777777777778,pasqua16,PLINE300,3,pasqua16,LP1;PM1,EXTREME_2,31499/01951
2023-01-16 10:00:00,0,III-V,2023-01-16 18:00:00,6.533333333333333,alcott43,PLINE300,8,alcott43,LP1;PM3,AIXTRON,32414/32513
2023-01-16 10:00:00,1,si,2023-01-16 11:00:00,0.48138888888888887,dubey63,PLINE300,1,khazak83,"",JVX7300M,30990/01658
2023-01-16 10:00:00,2,test,2023-01-16 11:00:00,0.4797222222222222,lecocq91,PLINE300,1,dekeys25,"",TR3400,31199/30079
2023-01-16 10:00:00,4,test,2023-01-16 11:00:00,0.46805555555555556,lecocq91,PLINE300,1,dekeys25,"",SC3400,31199/30079
2023-01-16 10:00:00,13,training,2023-01-16 12:00:00,1.8547222222222222,iraci88,PLINE300,2,iraci88,"",HELIOS1200,37092/02172
2023-01-16 10:30:00,,h,2023-01-16 14:00:00,,"",PLINE300,3.5,kondo25,"",GS1000,31199/01179
2023-01-16 10:30:00,,MHM,2023-01-16 11:00:00,,"",PLINE300,0.5,kampit73,LP1;PM1,LAM_E5_2,31199/01680
2023-01-16 10:30:00,,Private use,2023-01-16 13:30:00,,"",PLINE300,3,oguma46,"",TR3300,31199/30092
2023-01-16 10:30:00,,TEM prep,2023-01-16 17:30:00,,"",PLINE300,7,drijboom,"",HELIOS_G5,42199/00160
2023-01-16 10:31:14,,"",2023-01-16 13:39:10,3.132222222222222,vrebos45,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-16 11:00:00,,DSA,2023-01-16 12:00:00,,"",PLINE300,1,kampit73,"",H6300,31199/01680
2023-01-16 11:00:00,,EMAR after Etch,2023-01-16 12:00:00,,"",PLINE300,1,dhave,"",SC2000,32099/01506
2023-01-16 11:00:00,,HF etch,2023-01-16 13:00:00,,"",PLINE300,2,jeon73,LP1;SM1,DNS_4,30990/32063
2023-01-16 11:00:00,,manual lot,2023-01-16 12:00:00,,"",PLINE300,1,dvriendt,"",HRP340_2,32299/00013
2023-01-16 11:00:00,,P222038/11,2023-01-16 12:00:00,,"",PLINE200,1,moelants,"",CS4800,37037/02055
2023-01-16 11:00:00,,PBi,2023-01-16 13:00:00,,"",PLINE300,2,locoroto,LP1;PM6;PM3,LAM_E6,98850/02081
2023-01-16 11:00:00,,scrjdp,2023-01-16 12:00:00,,"",PLINE300,1,vanderey,BOTL,TRDUOS,31199/31191
2023-01-16 11:00:00,,sec,2023-01-16 12:00:00,,"",PLINE300,1,nonaka89,"",KLA2925,31007/30076
2023-01-16 11:00:00,0,MOKE KLA wafers,2023-01-16 14:11:57,2.5069444444444446,talmel16,PLINE300,3,talmel16,"",POLARKERR_2,31499/01927
2023-01-16 11:24:10,,"",2023-01-16 13:44:33,2.339722222222222,derudd92,PLINE300,,"","",VERIOS,39320/36502
2023-01-16 11:54:33,,"",2023-01-16 13:32:44,1.636388888888889,lookma25,PLINE300,,"","",METRIOS,39320/36502
2023-01-16 12:00:00,,AE227405/D19-D22 on SCD100,2023-01-16 13:00:00,,"",PLINE300,1,rondas,"",SCD100,32499/32513
2023-01-16 12:00:00,,d22,2023-01-16 12:30:00,,"",PLINE300,0.5,canga29,"",YS375,38199/02270
2023-01-16 12:00:00,,light training,2023-01-16 15:00:00,,"",PLINE300,3,johnsu91,"",KLA2925,31199/02273
2023-01-16 12:00:00,,m,2023-01-16 15:00:00,,"",PLINE300,3,vdries51,BOTL,TRDUOS,31199/01413
2023-01-16 12:00:00,,Use,2023-01-16 14:00:00,,"",PLINE300,2,zidan45,"",H6300,31199/01988
2023-01-16 12:00:00,1,si,2023-01-16 13:00:00,0.7597222222222222,marian80,PLINE300,1,knaepen,"",SP5,30990/32063
2023-01-16 12:30:00,,Delay test coat wafers,2023-01-16 13:30:00,,"",PLINE300,1,vdbroecn,"",SC2000,31199/31811
2023-01-16 12:38:33,14,i,2023-01-16 14:21:05,1.708888888888889,vrancken,PLINE300,1,vrancken,"",HELIOS1200,37092/02172
2023-01-16 12:51:37,,"",2023-01-16 13:20:06,0.4747222222222222,vdries51,PLINE300,,"","",SC3400,31199/01413
2023-01-16 12:59:25,0,T/M tuning on DCM3,2023-01-16 16:00:00,2.850277777777778,kimura50,PLINE300,3,kimura50,LP1;LP2;DCM3;LP4;LP3,XP8,39423/01225
2023-01-16 13:00:00,,job optimization,2023-01-16 17:00:00,,"",PLINE300,4,mingar54,"",ARCHER700,38199/02270
2023-01-16 13:00:00,,Measurement,2023-01-16 13:30:00,,"",PLINE200,0.5,tricas85,"",SP1_DLS,30990/02249
2023-01-16 13:00:00,,MEC,2023-01-16 14:00:00,,"",PLINE200,1,ripj,"",NOVA200,32005/01784
2023-01-16 13:00:00,,scrjdp,2023-01-16 14:30:00,,"",PLINE300,1.5,vanderey,TOPL,TRDUOS,31199/31191
2023-01-16 13:00:00,,sem nil,2023-01-16 16:00:00,,"",PLINE300,3,willegem,"",NOVA200_2,97401/01743
2023-01-16 13:00:00,1,extended XRD,2023-01-16 15:11:42,1.5463888888888888,agiann70,PLINE300,2,dekkers,"",JVX7300M,31499/01284
2023-01-16 13:30:00,,AP,2023-01-16 14:00:00,,"",PLINE300,0.5,vanderey,"",SC3400,31199/31191
2023-01-16 13:30:00,,AP,2023-01-16 14:00:00,,"",PLINE300,0.5,vanderey,"",TR3400,31199/31191
2023-01-16 13:30:00,,EMAR after Etch,2023-01-16 14:30:00,,"",PLINE300,1,dhave,"",SC2000,32099/01506
2023-01-16 13:30:00,,INPRIA;use,2023-01-16 18:00:00,,"",PLINE300,4.5,wouter51;giorda12;vicca54,"",TR3300,31199/31247
2023-01-16 13:30:00,,m,2023-01-16 14:00:00,,"",PLINE300,0.5,vdries51,"",H6300_2,31199/01413
2023-01-16 13:30:00,,measure,2023-01-16 14:30:00,,"",PLINE300,1,wang24,"",HITACHI9380,32299/00013
2023-01-16 13:31:53,,"",2023-01-16 14:19:38,0.7958333333333333,maes72,PLINE300,,"","",SU8000,98300/14175
2023-01-16 13:56:58,0,meas,2023-01-16 15:00:00,1.0163888888888888,huang72,PLINE300,1,huang72,"",SCD100,31199/01617
2023-01-16 14:00:00,,curing CUF,2023-01-16 19:00:00,,"",PLINE200,5,cuypers,"",BLUE_M_BCB,31012/01084
2023-01-16 14:00:00,,i,2023-01-16 15:00:00,,"",PLINE300,1,maes72,"",SEMVISION,98300/14175
2023-01-16 14:00:00,,recipe check,2023-01-16 15:00:00,,"",PLINE300,1,drent34,"",H6300_2,31199/01988
2023-01-16 14:00:00,,recipe tune and run,2023-01-16 17:00:00,,"",PLINE300,3,dauend87,"",H6300,98601/00962
2023-01-16 14:00:00,,TEMprep,2023-01-16 22:00:00,,"",PLINE300,8,nelisl,"",HELIOS450,42199/00160
2023-01-16 14:00:00,,w,2023-01-16 15:00:00,,"",PLINE300,1,gupta76,"",GS1000,31199/01638
2023-01-16 14:00:00,5,Etch,2023-01-16 16:05:45,2.0219444444444443,paolil45,PLINE300,2,paolil45,LP1;PM6,TEL_TACTRAS3,31199/01988
2023-01-16 14:18:39,,"",2023-01-16 18:19:44,4.018055555555556,martin29,PLINE300,,"","",METRIOS,42199/00160
2023-01-16 14:22:04,1,Sumitomo,2023-01-16 15:30:00,0.8619444444444444,oguma46,PLINE300,1,oguma46,"",SC3400,31199/30092
2023-01-16 14:24:35,,"",2023-01-16 21:15:33,6.849444444444444,decler36,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-16 14:30:00,,CFET SD Recess Op7;CFET SD Recess op7,2023-01-16 16:30:00,,"",PLINE300,2,choudh58,LP2;PM1,LAM_E6,38199/01951
2023-01-16 14:30:00,,Sumitomo,2023-01-16 15:30:00,,"",PLINE300,1,oguma46,"",TR3400,31199/30092
2023-01-16 14:30:00,0,R,2023-01-16 15:04:32,0.5577777777777778,hillen84,PLINE300,0.5,hillen84,"",TR2000,31199/01680
2023-01-16 14:30:00,0,SPC,2023-01-16 16:30:00,0.7258333333333333,kramac15,PLINE300,2,lukose22,"",2830ZT,30990/32063
