39425/01221,2023-01-20 09:30:00,2023-01-20 11:30:00,OE implementation filler wafers,4232832,A412_4,ceuppenj,PLINE300,LP2
30990/02249,2023-01-26 10:00:00,2023-01-27 00:00:00,silcore customer demo,4233889,A412_4,houben21,PLINE300,LP2
30990/02249,2023-01-27 00:00:00,2023-01-28 00:00:00,Silcore customer demo,4233891,A412_4,houben21,PLINE300,LP2
39425/01221,2023-01-20 09:30:00,2023-01-20 11:30:00,OE implementation filler wafers,4232833,A412_4,ceuppenj,PLINE300,PM1
30990/02249,2023-01-26 10:00:00,2023-01-27 00:00:00,silcore customer demo,4233890,A412_4,houben21,PLINE300,PM2
30990/02249,2023-01-27 00:00:00,2023-01-28 00:00:00,Silcore customer demo,4233892,A412_4,houben21,PLINE300,PM2
30990/02249,2023-01-30 10:00:00,2023-01-31 00:00:00,Silcore customer demo,4233894,A412_4,houben21,PLINE300,PM2
30990/02249,2023-01-31 00:00:00,2023-02-01 00:00:00,Silcore customer demo,4233897,A412_4,houben21,PLINE300,PM2
37004/37141,2023-01-03 07:00:00,2023-01-03 07:30:00,DFR,4209353,ACT12_MTM,eswara57,PLINE200,
37004/37141,2023-01-03 09:00:00,2023-01-03 13:00:00,DFR,4209357,ACT12_MTM,eswara57,PLINE200,
36056/36503,2023-01-10 09:30:00,2023-01-10 12:00:00,Az process,4229780,ACT12_MTM,eswara57,PLINE200,
37037/01949,2023-01-10 08:00:00,2023-01-10 09:00:00,DFR,4229881,ACT12_MTM,eswara57,PLINE200,
37004/37141,2023-01-12 07:00:00,2023-01-12 07:30:00,DFR,4231096,ACT12_MTM,eswara57,PLINE200,
37004/37141,2023-01-12 09:00:00,2023-01-12 13:30:00,DFR,4231098,ACT12_MTM,eswara57,PLINE200,
37004/37141,2023-01-20 09:00:00,2023-01-20 13:00:00,DFR,4233560,ACT12_MTM,eswara57,PLINE200,
37004/37141,2023-01-23 16:00:00,2023-01-23 20:30:00,DFR,4234015,ACT12_MTM,eswara57,PLINE200,
37004/37141,2023-01-24 15:30:00,2023-01-24 21:00:00,DFR,4234019,ACT12_MTM,eswara57,PLINE200,
37004/37141,2023-01-25 15:30:00,2023-01-25 20:00:00,DFR,4235269,ACT12_MTM,eswara57,PLINE200,
36056/36503,2023-01-26 16:00:00,2023-01-26 19:00:00,AZ replacement,4235617,ACT12_MTM,eswara57,PLINE200,
37037/01949,2023-01-11 11:00:00,2023-01-11 12:30:00,DFR,4230162,ACT12_MTM,eswara57,PLINE200,
31012/01649,2023-01-30 10:00:00,2023-01-30 13:00:00,test,4234476,ACT12_MTM,noda11,PLINE200,
31012/01649,2023-01-24 10:00:00,2023-01-24 13:00:00,test,4234478,ACT12_MTM,noda11,PLINE200,
32414/32513,2023-01-16 10:00:00,2023-01-16 18:00:00,III-V,4231355,AIXTRON,alcott43,PLINE300,LP1
32414/01368,2023-01-19 10:00:00,2023-01-19 17:00:00,III-V,4231391,AIXTRON,alcott43,PLINE300,LP1
32414/32513,2023-01-17 10:00:00,2023-01-17 15:00:00,III-V,4232066,AIXTRON,alcott43,PLINE300,LP1
32414/01367,2023-01-17 15:00:00,2023-01-17 19:00:00,III-V,4232351,AIXTRON,alcott43,PLINE300,LP1
32414/01368,2023-01-20 09:00:00,2023-01-20 20:00:00,III-V,4233373,AIXTRON,alcott43,PLINE300,LP1
32414/01368,2023-01-23 16:00:00,2023-01-23 23:00:00,III-V,4233376,AIXTRON,alcott43,PLINE300,LP1
32414/01368,2023-01-24 14:00:00,2023-01-24 20:00:00,III-V,4234403,AIXTRON,alcott43,PLINE300,LP1
32414/01368,2023-01-25 14:00:00,2023-01-25 22:00:00,III-V,4234408,AIXTRON,alcott43,PLINE300,LP1
32414/01368,2023-01-27 13:00:00,2023-01-27 22:00:00,III-V,4235419,AIXTRON,alcott43,PLINE300,LP1
32414/01368,2023-02-01 10:00:00,2023-02-01 18:00:00,III-V,4235421,AIXTRON,alcott43,PLINE300,LP1
32414/01368,2023-01-13 10:00:00,2023-01-13 20:00:00,III-V,4231349,AIXTRON,alcott43,PLINE300,LP2
32414/01368,2023-01-13 10:00:00,2023-01-13 20:00:00,III-V,4231350,AIXTRON,alcott43,PLINE300,PM3
32414/32513,2023-01-16 10:00:00,2023-01-16 18:00:00,III-V,4231356,AIXTRON,alcott43,PLINE300,PM3
32414/01368,2023-01-19 10:00:00,2023-01-19 17:00:00,III-V,4231392,AIXTRON,alcott43,PLINE300,PM3
32414/32513,2023-01-17 10:00:00,2023-01-17 15:00:00,III-V,4232067,AIXTRON,alcott43,PLINE300,PM3
32414/01367,2023-01-17 15:00:00,2023-01-17 19:00:00,III-V,4232352,AIXTRON,alcott43,PLINE300,PM3
32414/01368,2023-01-20 09:00:00,2023-01-20 20:00:00,III-V,4233374,AIXTRON,alcott43,PLINE300,PM3
32414/01368,2023-01-23 16:00:00,2023-01-23 23:00:00,III-V,4233377,AIXTRON,alcott43,PLINE300,PM3
32414/01368,2023-01-24 14:00:00,2023-01-24 20:00:00,III-V,4234404,AIXTRON,alcott43,PLINE300,PM3
32414/01368,2023-01-25 14:00:00,2023-01-25 22:00:00,III-V,4234409,AIXTRON,alcott43,PLINE300,PM3
32414/01368,2023-01-27 13:00:00,2023-01-27 22:00:00,III-V,4235420,AIXTRON,alcott43,PLINE300,PM3
32414/01368,2023-02-01 10:00:00,2023-02-01 18:00:00,III-V,4235422,AIXTRON,alcott43,PLINE300,PM3
31199/31191,2023-01-19 13:00:00,2023-01-19 14:00:00,hdowe,4233431,ALERIS,caron34,PLINE300,
31199/31191,2023-01-19 15:00:00,2023-01-19 16:00:00,Test,4233667,ALERIS,caron34,PLINE300,
31199/31247,2023-01-06 11:00:00,2023-01-06 12:00:00,INPRIA,4209377,ALERIS,choudr12,PLINE300,
31199/31247,2023-01-06 13:00:00,2023-01-06 14:00:00,INPRIA,4209378,ALERIS,choudr12,PLINE300,
31199/31247,2023-01-06 15:00:00,2023-01-06 16:00:00,INPRIA,4209379,ALERIS,choudr12,PLINE300,
31199/30079,2023-01-20 17:00:00,2023-01-20 17:30:00,test,4233936,ALERIS,dilien72,PLINE300,
31199/01988,2023-01-12 19:00:00,2023-01-12 21:00:00,long measurement,4231236,ALERIS,fallic50,PLINE300,
31199/31247,2023-01-13 11:00:00,2023-01-13 12:00:00,meting,4231044,ALERIS,haq59,PLINE300,
31199/31247,2023-01-13 13:00:00,2023-01-13 14:00:00,meting,4231046,ALERIS,haq59,PLINE300,
31199/31247,2023-01-13 15:00:00,2023-01-13 16:00:00,Meting,4231047,ALERIS,haq59,PLINE300,
31199/31247,2023-01-20 11:00:00,2023-01-20 12:00:00,meting,4233177,ALERIS,haq59,PLINE300,
31199/31247,2023-01-20 13:00:00,2023-01-20 14:00:00,meting,4233178,ALERIS,haq59,PLINE300,
31199/31247,2023-01-27 11:00:00,2023-01-27 12:00:00,METING,4234118,ALERIS,haq59,PLINE300,
31199/31247,2023-01-27 13:00:00,2023-01-27 14:00:00,meting,4234121,ALERIS,haq59,PLINE300,
31199/31247,2023-01-27 15:00:00,2023-01-27 16:00:00,Meting,4235046,ALERIS,haq59,PLINE300,
30990/02249,2023-01-06 17:00:00,2023-01-06 18:00:00,Long measurement,4229030,ALERIS,mehdi55,PLINE300,
32005/01675,2023-01-17 11:00:00,2023-01-17 12:00:00,SiGe measurement,4232344,ALERIS,muraki29,PLINE300,
31199/01988,2023-01-20 17:30:00,2023-01-20 18:00:00,thickness measurment,4233773,ALERIS,naqvi66,PLINE300,
31007/30076,2023-01-19 09:30:00,2023-01-19 10:00:00,sec,4233370,ALERIS,nonaka89,PLINE300,
31199/01513,2023-01-11 17:00:00,2023-01-11 18:00:00,JSR,4230983,ALERIS,thomas96,PLINE300,
31199/01513,2023-01-12 17:00:00,2023-01-12 18:00:00,JSR,4231382,ALERIS,thomas96,PLINE300,
31199/01413,2023-01-23 17:00:00,2023-01-23 17:30:00,m,4234380,ALERIS,vdries51,PLINE300,
31199/01413,2023-01-23 15:00:00,2023-01-23 15:30:00,m,4234389,ALERIS,vdries51,PLINE300,
31199/01413,2023-01-30 11:00:00,2023-01-30 11:30:00,m,4235561,ALERIS,vdries51,PLINE300,
31199/01413,2023-01-30 11:30:00,2023-01-30 12:00:00,m,4235562,ALERIS,vdries51,PLINE300,
98601/36003,2023-01-24 11:00:00,2023-01-24 12:00:00,ER test,4234758,ALERIS,vecchio,PLINE300,
31199/31147,2023-01-17 17:00:00,2023-01-17 18:00:00,rax,4232498,ALERIS,kim69,PLINE300,
31199/31147,2023-01-19 17:00:00,2023-01-19 18:00:00,rax,4233103,ALERIS,kim69,PLINE300,
31199/31147,2023-01-19 19:00:00,2023-01-19 20:00:00,rax,4233487,ALERIS,kim69,PLINE300,
31199/31147,2023-01-21 11:00:00,2023-01-21 12:00:00,rax,4233861,ALERIS,kim69,PLINE300,
31199/31147,2023-01-21 13:00:00,2023-01-21 14:00:00,rax,4233862,ALERIS,kim69,PLINE300,
31199/31147,2023-01-21 19:00:00,2023-01-21 21:00:00,rax,4233863,ALERIS,kim69,PLINE300,
31007/30076,2023-01-15 17:00:00,2023-01-15 18:00:00,sec,4232116,ALERIS,nonaka89,PLINE300,
31007/30076,2023-01-19 11:00:00,2023-01-19 12:00:00,sec,4233371,ALERIS,nonaka89,PLINE300,
31199/30092,2023-01-12 13:00:00,2023-01-12 14:00:00,Private use,4231112,ALERIS,oguma46,PLINE300,
31199/30092,2023-01-12 15:00:00,2023-01-12 16:00:00,Private use,4231113,ALERIS,oguma46,PLINE300,
31199/30092,2023-01-13 09:00:00,2023-01-13 10:00:00,Private use,4231656,ALERIS,oguma46,PLINE300,
31199/30092,2023-01-18 13:00:00,2023-01-18 13:30:00,Private use,4233139,ALERIS,oguma46,PLINE300,
31199/30092,2023-01-24 13:00:00,2023-01-24 14:00:00,Private use,4234718,ALERIS,oguma46,PLINE300,
98300/01969,2023-01-17 19:00:00,2023-01-17 20:30:00,SION screening,4232976,AMAT_MEK,leyssens,PLINE200,CHD
98300/01969,2023-01-19 18:30:00,2023-01-19 20:00:00,SION screening,4233484,AMAT_MEK,leyssens,PLINE200,CHD
98300/01969,2023-01-26 07:00:00,2023-01-26 09:00:00,SION development,4235460,AMAT_MEK,leyssens,PLINE200,CHD
98300/01969,2023-01-17 19:00:00,2023-01-17 20:30:00,SION screening,4232977,AMAT_MEK,leyssens,PLINE200,LP2
98300/01969,2023-01-19 18:30:00,2023-01-19 20:00:00,SION screening,4233485,AMAT_MEK,leyssens,PLINE200,LP2
98300/01969,2023-01-26 07:00:00,2023-01-26 09:00:00,SION development,4235461,AMAT_MEK,leyssens,PLINE200,LP2
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232721,ANELVA_2,mertenss,PLINE300,CHA
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232722,ANELVA_2,mertenss,PLINE300,CHB
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232723,ANELVA_2,mertenss,PLINE300,CHE
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232724,ANELVA_2,mertenss,PLINE300,CHF
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232725,ANELVA_2,mertenss,PLINE300,CHG
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232726,ANELVA_2,mertenss,PLINE300,CHI
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232727,ANELVA_2,mertenss,PLINE300,CHJ
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232728,ANELVA_2,mertenss,PLINE300,CHK
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232729,ANELVA_2,mertenss,PLINE300,CHL
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232730,ANELVA_2,mertenss,PLINE300,LP1
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232731,ANELVA_2,mertenss,PLINE300,LP2
31499/02041,2023-01-17 07:00:00,2023-01-18 00:00:00,"HOT DEPOSITION AE300587,AE234700",4232732,ANELVA_2,mertenss,PLINE300,LP3
38199/14775,2023-01-10 16:30:00,2023-01-10 18:00:00,Waimea project development,4230051,ANELVA_3,li17,PLINE300,CHA
38199/01284,2023-01-20 09:00:00,2023-01-20 11:00:00,IGZO IBE etch,4233798,ANELVA_3,li17,PLINE300,CHA
31299/02061,2023-01-23 14:00:00,2023-01-23 18:00:00,IBE etch development,4234473,ANELVA_3,li17,PLINE300,CHA
38199/01284,2023-01-26 09:30:00,2023-01-26 11:00:00,IGZO IBE etch,4235567,ANELVA_3,li17,PLINE300,CHA
31299/00534,2023-01-27 09:00:00,2023-01-27 12:00:00,coupon experiment to collect OES,4235094,ANELVA_3,li99,PLINE300,CHA
38199/14775,2023-01-10 16:30:00,2023-01-10 18:00:00,Waimea project development,4230052,ANELVA_3,li17,PLINE300,CHB
38199/14775,2023-01-10 16:30:00,2023-01-10 18:00:00,Waimea project development,4230053,ANELVA_3,li17,PLINE300,CHC
38199/01284,2023-01-20 09:00:00,2023-01-20 11:00:00,IGZO IBE etch,4233799,ANELVA_3,li17,PLINE300,LP2
31299/00534,2023-01-27 09:00:00,2023-01-27 12:00:00,coupon experiment to collect OES,4235095,ANELVA_3,li99,PLINE300,LP2
38199/14775,2023-01-10 16:30:00,2023-01-10 18:00:00,Waimea project development,4230054,ANELVA_3,li17,PLINE300,LP3
31299/02061,2023-01-23 14:00:00,2023-01-23 18:00:00,IBE etch development,4234474,ANELVA_3,li17,PLINE300,LP3
38199/01284,2023-01-26 09:30:00,2023-01-26 11:00:00,IGZO IBE etch,4235568,ANELVA_3,li17,PLINE300,LP3
37004/37141,2023-01-03 07:00:00,2023-01-03 08:30:00,DFR,4209352,AP300,eswara57,PLINE200,
36056/36503,2023-01-10 10:00:00,2023-01-10 12:00:00,Az repl,4229777,AP300,eswara57,PLINE200,
37037/01949,2023-01-10 07:00:00,2023-01-10 08:30:00,DFR,4229880,AP300,eswara57,PLINE200,
37037/01949,2023-01-11 10:30:00,2023-01-11 12:00:00,DFR,4230161,AP300,eswara57,PLINE200,
32299/31838,2023-01-12 07:00:00,2023-01-12 09:30:00,DFR,4231094,AP300,eswara57,PLINE200,
37004/37141,2023-01-20 06:00:00,2023-01-20 07:00:00,DFR,4233559,AP300,eswara57,PLINE200,
37004/37141,2023-01-23 15:00:00,2023-01-23 17:00:00,DFR,4234014,AP300,eswara57,PLINE200,
37004/37141,2023-01-24 15:00:00,2023-01-24 17:30:00,DFR,4234018,AP300,eswara57,PLINE200,
37004/37141,2023-01-25 15:00:00,2023-01-25 17:30:00,DFR,4235267,AP300,eswara57,PLINE200,
36056/36503,2023-01-26 16:30:00,2023-01-26 18:00:00,Az repl,4235618,AP300,eswara57,PLINE200,
32299/00716,2023-01-24 12:00:00,2023-01-24 14:30:00,exposure,4234028,AP300,guerrera,PLINE200,
32099/01821,2023-01-09 10:00:00,2023-01-09 11:30:00,exposure,4228874,AP300,mingar54,PLINE200,
31012/01649,2023-01-30 11:00:00,2023-01-30 12:00:00,demo,4234477,AP300,noda11,PLINE200,
31012/01649,2023-01-24 11:00:00,2023-01-24 12:00:00,demo,4234786,AP300,noda11,PLINE200,
31199/31074,2023-01-20 07:00:00,2023-01-20 10:00:00,Lot processing,4233006,AP300,reybrouc,PLINE200,
36056/01224,2023-01-12 09:30:00,2023-01-12 10:30:00,METPASS CD check,4231159,AP300,tseng69,PLINE200,
32299/00013,2023-01-17 13:00:00,2023-01-17 15:00:00,LTC,4232040,AP300,uruena10,PLINE200,
32299/00013,2023-01-17 15:00:00,2023-01-17 16:00:00,40 um TOK FEM,4232516,AP300,uruena10,PLINE200,
32299/00013,2023-01-18 16:00:00,2023-01-18 18:30:00,LTC,4233105,AP300,uruena10,PLINE200,
32299/00013,2023-01-19 09:00:00,2023-01-19 10:30:00,LTC,4233433,AP300,uruena10,PLINE200,
32299/00013,2023-01-20 14:00:00,2023-01-20 15:30:00,TOK FEM,4233765,AP300,uruena10,PLINE200,
98850/02279,2023-01-05 10:00:00,2023-01-05 11:00:00,OVL,4228658,ARCHER200,mingar54,PLINE300,
38199/01836,2023-01-04 09:00:00,2023-01-04 10:30:00,recipe setup,4220184,ARCHER700,baudem,PLINE300,
38199/01836,2023-01-10 16:00:00,2023-01-10 17:30:00,setup recipe,4229318,ARCHER700,baudem,PLINE300,
38199/01836,2023-01-13 15:00:00,2023-01-13 15:30:00,setup,4231575,ARCHER700,baudem,PLINE300,
31199/01920,2023-01-25 14:00:00,2023-01-25 16:00:00,pwec,4235031,ARCHER700,baudem,PLINE300,
31199/01920,2023-01-25 20:00:00,2023-01-26 00:00:00,pwec,4235610,ARCHER700,baudem,PLINE300,
31199/01920,2023-01-26 00:00:00,2023-01-26 06:00:00,pwec,4235611,ARCHER700,baudem,PLINE300,
31199/01920,2023-01-09 10:00:00,2023-01-10 00:00:00,use,4220353,ARCHER700,gronhe29,PLINE300,
31199/01920,2023-01-10 00:00:00,2023-01-10 10:00:00,use,4229749,ARCHER700,gronhe29,PLINE300,
31199/01920,2023-01-10 17:30:00,2023-01-11 00:00:00,use,4229750,ARCHER700,gronhe29,PLINE300,
31199/01920,2023-01-11 00:00:00,2023-01-11 12:00:00,use,4229751,ARCHER700,gronhe29,PLINE300,
31199/01920,2023-01-12 04:00:00,2023-01-13 00:00:00,use,4231154,ARCHER700,gronhe29,PLINE300,
31199/01920,2023-01-25 16:00:00,2023-01-25 20:00:00,use,4235379,ARCHER700,gronhe29,PLINE300,
38199/02270,2023-01-16 13:00:00,2023-01-16 17:00:00,job optimization,4231783,ARCHER700,mingar54,PLINE300,
38199/02270,2023-01-17 10:00:00,2023-01-17 12:30:00,AL229072,4231958,ARCHER700,mingar54,PLINE300,
38199/02270,2023-01-25 10:00:00,2023-01-25 12:00:00,job,4235087,ARCHER700,mingar54,PLINE300,
31199/01988,2023-01-20 13:00:00,2023-01-20 17:00:00,tst,4230899,ARCHER700,truffert,PLINE300,
31199/01918,2023-01-27 13:00:00,2023-01-27 18:00:00,test,4234773,ARCHER700,truffert,PLINE300,
31199/31191,2023-01-11 12:00:00,2023-01-12 00:00:00,scrjdp,4229714,ARCHER700,vanderey,PLINE300,
31199/31191,2023-01-12 00:00:00,2023-01-12 04:00:00,scrjdp,4231121,ARCHER700,vanderey,PLINE300,
31199/31191,2023-01-16 17:00:00,2023-01-17 00:00:00,scrjdp,4232246,ARCHER700,vanderey,PLINE300,
31199/31191,2023-01-17 00:00:00,2023-01-17 10:00:00,scrjdp,4232513,ARCHER700,vanderey,PLINE300,
97401/01775,2023-01-12 16:30:00,2023-01-12 19:00:00,P230044,4230835,ASM1100,moelants,PLINE200,
97401/01775,2023-01-13 16:00:00,2023-01-13 18:00:00,P230044,4230838,ASM1100,moelants,PLINE200,
44999/49500,2023-01-20 07:00:00,2023-01-20 09:00:00,P230047,4233585,ASM1100,moelants,PLINE200,
44999/49500,2023-01-23 07:00:00,2023-01-23 08:00:00,P230047,4234239,ASM1100,moelants,PLINE200,
44999/49500,2023-01-23 09:00:00,2023-01-23 10:00:00,P230047,4234240,ASM1100,moelants,PLINE200,
44999/49500,2023-01-24 18:00:00,2023-01-24 19:30:00,P230047,4234653,ASM1100,moelants,PLINE200,
44999/49500,2023-01-26 15:00:00,2023-01-26 16:30:00,P230047,4235530,ASM1100,moelants,PLINE200,
31199/01513,2023-01-05 15:00:00,2023-01-05 16:00:00,JSR Private,4228681,ASM750,krishn87,PLINE200,
31199/01851,2023-01-25 09:00:00,2023-01-25 10:30:00,euv test,4234432,ASM750,pollenti,PLINE200,
31199/01513,2023-01-05 13:00:00,2023-01-05 15:00:00,test,4220764,ASM750,schollw,PLINE200,
31012/01506,2023-01-15 17:00:00,2023-01-15 22:00:00,PMC prog 27,4231695,BLUE_M_BCB,cuypers,PLINE200,
31012/01084,2023-01-16 14:00:00,2023-01-16 19:00:00,curing CUF,4232238,BLUE_M_BCB,cuypers,PLINE200,
31012/01084,2023-01-17 12:00:00,2023-01-17 19:00:00,curing CUF,4232662,BLUE_M_BCB,cuypers,PLINE200,
31012/01084,2023-01-19 12:00:00,2023-01-19 17:00:00,PMC,4232868,BLUE_M_BCB,cuypers,PLINE200,
32299/00013,2023-01-11 09:00:00,2023-01-11 14:00:00,cure wpr,4229499,BLUE_M_BCB,jslabbe,PLINE200,
31012/01649,2023-01-24 14:30:00,2023-01-24 17:30:00,cure of polymer,4234789,BLUE_M_BCB,noda11,PLINE200,
44999/01882,2023-01-12 10:00:00,2023-01-12 15:00:00,glass perminex glass bonding,4229500,BONDER_200,arnett70,PLINE200,
36671/01224,2023-01-18 19:30:00,2023-01-18 21:30:00,lot,4233340,BONDER_200,han41,PLINE200,
97401/02110,2023-01-11 13:30:00,2023-01-11 17:30:00,Direct bonding in Lvl5 6' chuck,4229270,BONDER_200,segers56,PLINE200,
44042/49500,2023-01-04 09:00:00,2023-01-04 13:00:00,TOK bonding,4209363,BONDER_200,thomas82,PLINE200,
44042/49500,2023-01-09 10:00:00,2023-01-09 15:00:00,TOK bonding,4228840,BONDER_200,thomas82,PLINE200,
44042/49500,2023-01-11 08:00:00,2023-01-11 12:00:00,TOK bonding,4229683,BONDER_200,thomas82,PLINE200,
44042/49500,2023-01-10 13:30:00,2023-01-10 17:30:00,TOK bonding,4229847,BONDER_200,thomas82,PLINE200,
44042/49500,2023-01-19 08:00:00,2023-01-19 10:30:00,TOK bonding,4233161,BONDER_200,thomas82,PLINE200,
44042/49500,2023-01-25 14:00:00,2023-01-25 17:30:00,TOK bonding,4234368,BONDER_200,thomas82,PLINE200,
97401/00942,2023-01-19 14:00:00,2023-01-19 17:00:00,Bonding TOK to glass,4232356,BONDER_200,wysock13,PLINE200,
37004/01459,2023-01-11 14:00:00,2023-01-11 15:30:00,recipe creation,4230779,CAMTEK,moet12,PLINE200,
98000/14072,2023-01-13 13:30:00,2023-01-13 16:00:00,recipe creation,4231811,CAMTEK,moet12,PLINE200,
98000/14072,2023-01-25 12:00:00,2023-01-25 13:00:00,recipe creation,4235416,CAMTEK,moet12,PLINE200,
36003/36504,2023-01-20 11:00:00,2023-01-20 14:30:00,Test waferlevelimage,4233829,CAMTEK,reniersd,PLINE200,
32005/01084,2023-01-25 10:30:00,2023-01-25 15:00:00,AE216026,4234661,CELLESTA,annama94,PLINE300,LP3
32005/01084,2023-01-25 10:30:00,2023-01-25 15:00:00,AE216026,4234662,CELLESTA,annama94,PLINE300,LP4
32005/01084,2023-01-25 10:30:00,2023-01-25 15:00:00,AE216026,4234663,CELLESTA,annama94,PLINE300,SM2_1
32005/01084,2023-01-25 10:30:00,2023-01-25 15:00:00,AE216026,4234664,CELLESTA,annama94,PLINE300,SM2_3
