Begin,Description,End,FACILITY,IIO_Res_id,Modules,Tool,User_id,WBS
2022-10-31 10:00,DSA,2022-10-31 12:00,PLINE300,1488,PM,EDR7100,vanbel53,31199/00650
2022-10-31 10:00,rewfwef,2022-10-31 12:00,PLINE300,1397,SN,EP5,schoof76,31199/01057
2022-10-31 11:00,develop,2022-10-31 12:00,PLINE300,1462,LP3;PM1,TEL_TACTRAS,krishtab,31199/01765
2022-10-31 10:00,Recipe set up,2022-10-31 12:30,PLINE300,251,,SEMVISION,janard53,00999/00505
2022-10-31 9:00,measuremetn trilayer,2022-10-31 13:00,PLINE200,996,,CIPT,perezl56,31499/01838
2022-10-31 10:00,measurement,2022-10-31 13:00,PLINE300,738,,FTIR_2,castel93,31199/31247
2022-10-31 11:00,coat SOC;coat,2022-10-31 13:00,PLINE300,235,,TR2000,dauend87,98600/00962
2022-10-31 11:00,DSA,2022-10-31 13:00,PLINE300,32,,H6300,vanbel53,31199/00650
2022-10-31 11:00,measure,2022-10-31 13:00,PLINE300,100,,H6300_2,paolil45,31199/01988
2022-10-31 11:30,MAZO w/ H2O recipe development,2022-10-31 13:00,PLINE300,858,,2830ZT,pavel13,31499/01284
2022-10-31 12:00,MAZO w/ H2O recipe development,2022-10-31 13:00,PLINE300,816,,F5_SCD,pavel13,31499/01284
2022-10-31 12:00,measurement,2022-10-31 13:00,PLINE200,1006,,SP1_DLS,tricas85,30990/32063
2022-10-31 12:00,metro,2022-10-31 13:00,PLINE300,394,,SCD100,houben21,30990/32063
2022-10-31 12:00,metro,2022-10-31 13:00,PLINE300,405,,SP5,knaepen,30990/32063
2022-10-31 9:30,BS/BVL LF development,2022-10-31 13:30,PLINE300,1310,LP1;LP2;LP3;LP4;PM_R2,DVPRIME_1,dith82,36026/01967
2022-10-31 10:00,SPC set-up on alternative wafer,2022-10-31 13:30,PLINE300,291,,JVX7300M,tielens,36003/36504
2022-10-31 11:00,light training,2022-10-31 13:30,PLINE300,416,,KLA2925,johnsu91,31199/02273
2022-10-31 10:00,iLIME ID:20220819-103159-sinha70,2022-10-31 14:00,PLINE300,848,,TXRF300,dara85,31499/00379
2022-10-31 10:00,q,2022-10-31 14:00,PLINE300,813,,GS1000,vdbroecn,31199/01655
2022-10-31 12:00,m,2022-10-31 14:00,PLINE300,1417,BOTL,TRDUOS,vdries51,31199/01413
2022-10-31 13:00,Use,2022-10-31 14:00,PLINE300,91,,H6300,ledain47,98601/01062
2022-10-31 11:00,Oxide depositions,2022-10-31 14:30,PLINE300,1302,LP1;PM2,EXTREME_1,gomezg80,39424/01224
2022-10-31 12:00,TAPES3,2022-10-31 15:00,PLINE300,1406,SN,EP5,yang33,31199/01988
2022-10-31 12:00,Training Marcus and Kalai,2022-10-31 15:00,PLINE300,1503,PM,EP5,schoof76,31199/00653
2022-10-31 13:00,hitachi,2022-10-31 15:00,PLINE300,122,,H6300_2,wei34,31199/01179
2022-10-31 13:30,devinp,2022-10-31 15:00,PLINE300,1125,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,stiersk,36003/36503
2022-10-31 13:30,test,2022-10-31 15:00,PLINE300,356,,JVX7300M,pena,98601/01847
2022-10-31 14:00,inpria,2022-10-31 15:00,PLINE300,564,,TR3300,giorda12,31199/31247
2022-10-31 14:00,Insp,2022-10-31 15:00,PLINE300,164,,SEMVISION,dusar,37004/37141
2022-10-31 14:00,metro,2022-10-31 15:00,PLINE300,395,,SCD100,houben21,30990/32063
2022-10-31 14:00,process lot,2022-10-31 15:30,PLINE300,275,,SC3400,dauend87,98600/00962
2022-10-31 14:00,process lot,2022-10-31 15:30,PLINE300,280,,TR3400,dauend87,98600/00962
2022-10-31 14:00,sem,2022-10-31 15:30,PLINE300,259,,NOVA200_2,tsvetani,38199/01838
2022-10-31 8:00,200kV,2022-10-31 16:00,PLINE300,318,,TITAN,richardo,42199/00160
2022-10-31 9:00,Training,2022-10-31 16:00,PLINE300,873,,TECNAIF30,koylan92,42199/00160
2022-10-31 13:00,processing lot on hold,2022-10-31 16:00,PLINE200,1112,,300MM_DICER,schoofs,31012/01506
2022-10-31 13:30,inpria,2022-10-31 16:00,PLINE300,639,,KLA2925,doise23,31199/31247
2022-10-31 15:00,metro,2022-10-31 16:00,PLINE300,406,,SP5,knaepen,30990/32063
2022-10-31 15:30,AE208489,2022-10-31 16:30,PLINE300,1241,LP1;PM1,LAM_E6,haider15,31199/01918
2022-10-31 15:30,Brewer,2022-10-31 16:30,PLINE300,705,,SC3400,vdries51,31199/01413
2022-10-31 15:30,Brewer,2022-10-31 16:30,PLINE300,722,,TR3400,vdries51,31199/01413
2022-10-31 10:00,coupon samples for Donggyu Kim,2022-10-31 17:00,PLINE300,365,,METRIXL,ripj,32005/01299
2022-10-31 10:00,Development of NbTiN at 420oC,2022-10-31 17:00,PLINE300,1168,LP1;CH1_MC;CHE,ENDURA_5,soulie26,43900/02205
2022-10-31 13:00,process,2022-10-31 17:00,PLINE300,1180,LP1;LP2;PM6,TEL_TACTRAS3,fukui39,31199/02273
2022-10-31 13:30,prcoess hold lot with BS APM,2022-10-31 17:00,PLINE300,1272,LP1;PM_L1;PM_L2,DVPRIME_1,lai86,37092/02174
2022-10-31 14:00,proc  dev,2022-10-31 17:00,PLINE300,13,,H6300,ramane56,31199/02273
2022-10-31 14:30,Pre-bow measurement,2022-10-31 17:00,PLINE200,1102,,FSM_CU,vdalon75,98601/32063
2022-10-31 15:00,xcbzb,2022-10-31 17:00,PLINE300,1398,SN,EP5,schoof76,31199/01057
2022-10-31 15:30,Devinps,2022-10-31 17:00,PLINE300,777,,SEMVISION,stiersk,32299/01084
2022-10-31 16:00,light training,2022-10-31 17:00,PLINE300,417,,KLA2925,johnsu91,31199/02273
2022-10-31 16:30,Coating,2022-10-31 17:00,PLINE300,1415,BOTL,TRDUOS,naqvi66,31199/01988
2022-10-31 16:30,process,2022-10-31 17:00,PLINE300,700,,SC3400,dauend87,31199/31021
2022-10-31 16:30,process,2022-10-31 17:00,PLINE300,730,,TR3400,dauend87,31199/31021
2022-10-31 17:00,AP3,2022-10-31 17:30,PLINE300,558,,TR3400,naqvi66,31199/01988
2022-10-31 17:00,AP3,2022-10-31 17:30,PLINE300,681,,SC3400,naqvi66,31199/01988
2022-10-31 15:30,Inspection SIGE,2022-10-31 18:00,PLINE300,204,,NOVA200_2,rengo74,32499/01906
2022-10-31 17:00,m,2022-10-31 18:00,PLINE300,625,,SC1950,vdries51,31199/01413
2022-10-31 17:00,m,2022-10-31 18:00,PLINE300,1419,BOTL;TOPL,TR1950,vdries51,31199/01413
2022-10-31 17:30,develop,2022-10-31 18:00,PLINE300,1416,BOTL,TRDUOS,naqvi66,31199/01988
2022-10-31 15:30,Devinps,2022-10-31 18:30,PLINE300,1126,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,gompou79,36003/36503
2022-10-31 18:00,test,2022-10-31 18:30,PLINE300,926,,SCD100,wouter12,31199/30079
2022-10-31 16:00,Wafer processing,2022-10-31 19:00,PLINE300,1431,LP3;PM6,TEL_TACTRAS2,feurpr61,31199/02273
2022-10-31 17:00,JSR,2022-10-31 19:00,PLINE300,481,,SC1000,perrem78,31199/30079
2022-10-31 17:00,JSR,2022-10-31 19:00,PLINE300,518,,TR1000,perrem78,31199/30079
2022-10-31 13:00,MAZO w/ H2O recipe development,2022-10-31 20:00,PLINE300,1245,LP1;PM1,XP4_4,pavel13,31499/01284
2022-10-31 17:00,m,2022-10-31 20:00,PLINE300,74,,H6300,vdries51,31199/01413
2022-10-31 14:30,devinp,2022-10-31 21:30,PLINE300,241,,NX3DM,vbelle62,36003/01224
2022-10-31 19:00,FTIR,2022-10-31 21:30,PLINE300,878,,FTIR_2,wu78,32005/00330
2022-10-31 19:30,Devinps,2022-10-31 21:30,PLINE300,1127,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,gompou79,36003/36503
2022-10-31 17:00,inpria;Inpria,2022-10-31 22:00,PLINE300,593,,H5000_2,doise23;deschepp,31199/31247
2022-10-31 21:30,MAZO w/ H2O,2022-10-31 22:30,PLINE300,859,,2830ZT,pavel13,31499/01284
2022-10-31 19:00,'-,2022-11-01 0:00,PLINE300,304,,HELIOS_G5,pauluss,42199/00160
2022-10-31 20:00,'-,2022-11-01 2:00,PLINE300,319,,TITAN,pauluss,42199/00160
2022-11-01 0:00,tst,2022-11-01 2:00,PLINE300,482,,SC1000,perrem78,31199/30079
2022-11-01 0:00,tst,2022-11-01 2:00,PLINE300,519,,TR1000,perrem78,31199/30079
2022-11-01 2:00,test,2022-11-01 4:00,PLINE300,935,,H5000_2,vleerb85,31199/30079
2022-11-01 6:00,i,2022-11-01 8:00,PLINE300,177,,SEMVISION,redants,31029/01811
2022-10-31 9:00,Navas Buhler JDP,2022-11-01 9:00,PLINE200,1299,LP1;LP2;PM1,BH800,illyas10,43001/43181
2022-11-01 6:00,wafer cycling chuck 2,2022-11-01 10:00,PLINE300,667,,SC3400,schaap,31199/31811
2022-10-31 20:00,AP3 work,2022-11-01 11:00,PLINE300,70,,H6300,fukumu91,31199/02008
2022-11-01 10:30,Use,2022-11-01 11:00,PLINE300,576,,TR3300,popesc83,31199/01897
2022-10-31 14:00,hot purge,2022-11-01 12:00,PLINE300,1322,LP2;PM2,XP4_2,liang13,30990/32063
2022-10-31 15:00,PLINE use,2022-11-01 12:00,PLINE300,158,,JVX7300M,roekens,36003/36503
2022-11-01 10:00,lot processing,2022-11-01 12:00,PLINE300,483,,SC1000,robber85,31199/30079
2022-11-01 10:00,lot processing,2022-11-01 12:00,PLINE300,520,,TR1000,robber85,31199/30079
2022-11-01 11:00,coat,2022-11-01 12:00,PLINE300,628,,TR3300,kohyam95,31199/01983
2022-11-01 12:00,Zeon,2022-11-01 12:30,PLINE300,234,,H5000_2,yeh39,31007/30121
2022-11-01 9:00,proc dev,2022-11-01 13:00,PLINE300,144,,H6300_2,ramane56,31199/02273
2022-11-01 10:00,Use,2022-11-01 13:00,PLINE300,1412,BOTL,TRDUOS,popesc83,31199/01897
2022-11-01 13:00,CD measurment,2022-11-01 14:00,PLINE300,101,,H6300_2,naqvi66,31199/01988
2022-11-01 14:00,scanner,2022-11-01 14:30,PLINE300,237,,SC1000,dauend87,98600/00962
2022-11-01 14:00,scanner,2022-11-01 14:30,PLINE300,256,,TR1000,dauend87,98600/00962
2022-11-01 14:00,expo,2022-11-01 15:00,PLINE300,276,,SC3400,dauend87,98600/00962
2022-11-01 14:00,expo,2022-11-01 15:00,PLINE300,281,,TR3400,dauend87,98600/00962
2022-11-01 14:00,i,2022-11-01 15:00,PLINE300,178,,SEMVISION,maes72,31029/01811
2022-11-01 14:00,sec,2022-11-01 15:00,PLINE300,303,,TR3300,nonaka89,31007/30076
2022-11-01 11:00,meas,2022-11-01 15:30,PLINE300,59,,H6300,oka40,31199/30117
2022-11-01 10:00,SiGe SPC Development,2022-11-01 16:00,PLINE300,1333,LP2;PM2;PM3;PM5;PM6,TEL_LEAGA,muraki29,32005/01675
2022-11-01 15:00,coat wafers,2022-11-01 16:00,PLINE300,632,,TR3300,fukumu91,31199/00849
2022-11-01 15:00,sec,2022-11-01 16:00,PLINE300,282,,SC3400,nonaka89,31007/30076
2022-11-01 15:00,sec,2022-11-01 16:00,PLINE300,283,,TR3400,nonaka89,31007/30076
2022-11-01 15:30,making samples,2022-11-01 18:00,PLINE300,272,,SC3400,genjim61,98601/00962
2022-11-01 15:30,making samples,2022-11-01 18:00,PLINE300,277,,TR3400,genjim61,98601/00962
2022-11-01 14:30,sto,2022-11-01 19:00,PLINE300,102,,H6300_2,bisschop,31199/01988
2022-11-01 15:30,meas,2022-11-01 19:00,PLINE300,1,,H6300,dauend87,98600/00962
2022-11-01 18:00,making samples,2022-11-01 19:30,PLINE300,686,,SC3400,genjim61,31199/02273
2022-11-01 18:00,making samples,2022-11-01 19:30,PLINE300,725,,TR3400,genjim61,31199/02273
2022-11-01 19:30,exp,2022-11-01 20:30,PLINE300,559,,TR3400,oka40,31199/01988
2022-11-01 18:00,TAPES3,2022-11-01 21:00,PLINE300,1486,PM,EP5,yang33,31199/01988
2022-11-01 19:00,Use,2022-11-02 0:00,PLINE300,81,,H6300,zidan45,31199/01918
2022-11-02 0:00,Use,2022-11-02 2:00,PLINE300,26,,H6300,zidan45,31199/01988
2022-11-02 7:30,Use,2022-11-02 8:30,PLINE200,1024,,ASM200,vicca54,31199/01513
2022-11-02 7:30,Use,2022-11-02 8:30,PLINE200,1031,,TELACT8_200,vicca54,31199/01513
2022-11-02 8:30,ILLUMINATOR - Preliminary Tests,2022-11-02 9:00,PLINE200,1368,PM2;PM3,SPTS_OMEGA,palomb58,36004/01224
2022-11-02 8:30,intel,2022-11-02 9:00,PLINE300,694,,SC3400,guzman11,31199/00849
2022-11-02 8:30,intel,2022-11-02 9:00,PLINE300,728,,TR3400,guzman11,31199/00849
2022-11-02 8:30,test,2022-11-02 9:00,PLINE300,927,,SCD100,dilien72,31199/30079
2022-11-02 6:00,test,2022-11-02 10:00,PLINE300,769,,ZETA,vanderey,31199/01960
2022-11-02 8:00,test,2022-11-02 10:00,PLINE300,954,,TR3300,dilien72,31199/30079
2022-11-02 8:00,tst,2022-11-02 10:00,PLINE300,484,,SC1000,perrem78,31199/30079
2022-11-02 8:00,tst,2022-11-02 10:00,PLINE300,521,,TR1000,perrem78,31199/30079
2022-11-02 9:00,Inspection,2022-11-02 10:00,PLINE300,780,,HELIOS1200,dangol,38199/00881
2022-11-02 9:00,test,2022-11-02 10:00,PLINE300,946,,SC3400,dilien72,31199/30079
2022-11-02 9:00,test,2022-11-02 10:00,PLINE300,950,,TR3400,dilien72,31199/30079
2022-11-02 2:00,LS measurementr;proc dev,2022-11-02 11:00,PLINE300,14,,H6300,genjim61;ramane56,31199/02273
2022-11-02 9:00,meas,2022-11-02 11:00,PLINE300,466,,KLA2925,chowri97,31199/01988
2022-11-02 9:00,p,2022-11-02 11:00,PLINE300,154,,H6300_2,goovae19,31199/01918
2022-11-02 9:00,PMMA coupon etch,2022-11-02 11:00,PLINE300,1188,LP1;PM1,LAM_E6,arvind29,31199/02272
2022-11-02 9:30,i,2022-11-02 11:00,PLINE300,214,,NOVA200_2,redants,98300/01618
2022-11-02 10:00,making samples,2022-11-02 11:00,PLINE300,273,,SC3400,dauend87,98601/00962
2022-11-02 10:00,making samples,2022-11-02 11:00,PLINE300,278,,TR3400,dauend87,98601/00962
2022-11-02 10:00,metro,2022-11-02 11:00,PLINE300,396,,SCD100,houben21,30990/32063
2022-11-02 10:00,Stress on 300mm wafers,2022-11-02 11:00,PLINE200,1103,,FSM_CU,vdalon75,98601/32063
2022-11-02 9:00,p,2022-11-02 12:00,PLINE300,1236,LP1;LP2;PM1,EXTREME_2,goovae19,31199/01918
2022-11-02 9:00,wegwegt,2022-11-02 12:00,PLINE300,1399,SN,EP5,schoof76,31199/01057
2022-11-02 9:30,outgassing,2022-11-02 12:00,PLINE300,1226,LP1;LL1;PM1,POLYGON8300,nynsl,31499/00379
2022-11-02 10:00,sem,2022-11-02 12:00,PLINE300,215,,SEMVISION,beirnaer,32299/00013
2022-11-02 11:00,inpria,2022-11-02 12:00,PLINE300,565,,TR3300,decabo23,31199/31247
2022-11-02 11:00,m,2022-11-02 12:00,PLINE300,75,,H6300,vdries51,31199/01413
2022-11-02 11:00,SVDU training IM,2022-11-02 12:00,PLINE300,1446,BOTL;TOPL,TRDUOS,vanderey,31199/31811
2022-11-02 11:30,IMEC Clean (6 wafers),2022-11-02 12:30,PLINE300,1161,LP1;MPC2,DNS_6,rastog28,30990/32063
2022-11-02 10:00,measurement,2022-11-02 13:00,PLINE300,739,,FTIR_2,castel93,31199/31247
2022-11-02 11:00,demo,2022-11-02 13:00,PLINE200,984,,AP300,noda11,31012/01649
2022-11-02 11:00,Use,2022-11-02 13:00,PLINE300,138,,H6300_2,debruy71,98601/01062
2022-11-02 11:30,manual endpointing,2022-11-02 13:00,PLINE300,1203,LP1;PM1,LAM_E6,dcosters,38199/01907
2022-11-02 12:00,LAM,2022-11-02 13:00,PLINE300,783,,SC2000,blanco74,31199/01755
2022-11-02 12:00,measurement,2022-11-02 13:00,PLINE200,1007,,SP1_DLS,tricas85,30990/32063
2022-11-02 12:00,metro,2022-11-02 13:00,PLINE300,397,,SCD100,houben21,30990/32063
2022-11-01 15:00,PLINE use;for p-line lots,2022-11-02 13:30,PLINE300,159,,JVX7300M,roekens;tielens,36003/36503
2022-11-02 11:00,BS Cleaning,2022-11-02 13:30,PLINE300,1427,ATM;SM1;SM2;SM3,SEZ304,rastog28,30990/32063
2022-11-02 11:00,SPC,2022-11-02 13:30,PLINE300,336,,2830ZT,kramac15,30990/32063
2022-11-02 12:00,test,2022-11-02 13:30,PLINE300,936,,H5000_2,dilien72,31199/30079
2022-11-02 6:30,Reservation for Jelle,2022-11-02 14:00,PLINE300,1217,LP1;LP2;CL1A;CL2A;CL3A;LP3;LP4;PM_A;PM_B,F_REX300X_1,vdweeg61,38199/01284
2022-11-02 10:00,BB305 coat bond,2022-11-02 14:00,PLINE200,1120,,TEMP_BONDER,ghosh40,98500/01852
2022-11-02 10:00,test,2022-11-02 14:00,PLINE200,981,,ACT12_MTM,noda11,31012/01649
2022-11-02 12:00,light training,2022-11-02 14:00,PLINE300,418,,KLA2925,johnsu91,31199/02273
2022-11-02 12:00,queue,2022-11-02 14:00,PLINE300,2,,H6300,dauend87,98600/00962
2022-11-02 12:30,coat,2022-11-02 14:00,PLINE300,574,,TR3300,vdbroecn,31199/01988
2022-11-02 13:00,Process development,2022-11-02 14:00,PLINE300,209,,NOVA200_2,rupp93,97406/01934
2022-11-02 13:30,spc centura_epi,2022-11-02 14:30,PLINE300,358,,JVX7300M,pena,98600/01847
2022-11-02 6:30,Tem prep,2022-11-02 15:00,PLINE300,305,,HELIOS_G5,han27,42199/00160
2022-11-02 12:00,TiN,2022-11-02 15:00,PLINE300,1323,LP2;PM2,XP4_2,rastog28,30990/32063
2022-11-02 13:00,arg,2022-11-02 15:00,PLINE300,1513,PM,EP5,schoof76,31199/01995
2022-11-02 13:00,m,2022-11-02 15:00,PLINE300,131,,H6300_2,vdries51,31199/01413
2022-11-02 14:00,Insp,2022-11-02 15:00,PLINE300,167,,SEMVISION,dusar,98300/01618
2022-11-02 14:00,LAM,2022-11-02 15:00,PLINE300,703,,SC3400,gupta76,31199/01617
2022-11-02 14:00,LAM,2022-11-02 15:00,PLINE300,717,,TR3400,gupta76,31199/01617
2022-11-02 14:00,R,2022-11-02 15:00,PLINE300,53,,H6300,kampit73,31199/01680
2022-11-02 14:30,spc test,2022-11-02 15:00,PLINE300,357,,JVX7300M,pena,98601/01847
2022-11-02 14:00,XSEM,2022-11-02 15:30,PLINE300,199,,NOVA200_2,vais,97700/01345
2022-11-02 14:30,Use,2022-11-02 15:30,PLINE300,1457,LP4;PM4;PM1,LAM_E6,debruy71,38199/37862
2022-11-02 15:00,MHM,2022-11-02 15:30,PLINE300,1179,LP1;PM1,LAM_E5_2,kampit73,31199/01680
2022-11-02 10:00,SiGe SPC Development,2022-11-02 16:00,PLINE300,1334,LP2;PM2;PM3;PM5;PM6,TEL_LEAGA,muraki29,32005/01675
2022-11-02 13:00,measurement,2022-11-02 16:00,PLINE200,995,,CIPT,rengo74,32401/32513
2022-11-02 14:00,Rinse,2022-11-02 16:00,PLINE300,1482,PM,EDR7100,kampit73,31199/01680
2022-11-02 15:00,APC,2022-11-02 16:00,PLINE300,509,,SC3400,vanderey,31199/31191
2022-11-02 15:00,APC,2022-11-02 16:00,PLINE300,711,,TR3400,vanderey,31199/31191
2022-11-02 15:00,d,2022-11-02 16:00,PLINE300,123,,H6300_2,gupta76,31199/01321
2022-11-02 15:00,FEM job,2022-11-02 16:00,PLINE300,38,,H6300,mingar54,31199/00653
2022-11-02 13:00,FFEM DOE FEMS,2022-11-02 16:30,PLINE300,1408,TOPL;BOTL,TRDUOS,vanderey,31199/31191
2022-11-02 15:30,SAW BSPDN2,2022-11-02 16:30,PLINE300,1342,LP2;PM4,LAM_E5,monter30,32299/00588
2022-11-02 16:00,SPC check,2022-11-02 16:30,PLINE300,337,,2830ZT,jagalu79,30990/32063
2022-11-02 15:00,HF-O3-APM CLEAN OF BARE SI,2022-11-02 17:00,PLINE300,1293,LP1;LP2;MPC8,DNS_6,drent34,31199/31811
2022-11-02 16:00,IRRESISTIBLE MATERIA,2022-11-02 17:00,PLINE300,704,,SC3400,popesc83,31199/01897
2022-11-02 16:00,IRRESISTIBLE MATERIA,2022-11-02 17:00,PLINE300,721,,TR3400,popesc83,31199/01897
2022-11-02 16:00,measurement,2022-11-02 17:00,PLINE200,1008,,SP1_DLS,tricas85,30990/32063
2022-11-02 16:30,Use,2022-11-02 17:00,PLINE300,1345,LP2;PM4,LAM_E5,ledain47,98601/01062
2022-11-02 10:30,H-barrier exp,2022-11-02 17:30,PLINE300,1166,LP1;CHB,ANELVA,witterst,31499/01715
2022-11-02 17:00,Coupon Test CRAS,2022-11-02 17:30,PLINE300,1452,PM3,LAM_E6,choudh58,98850/02081
2022-11-02 9:00,TEOS oxide CMP annealed 2 slurry,2022-11-02 18:00,PLINE300,1269,LP1;LP2;H1;H2;H3;H4;PM2;PM3;PM1,REFLEXION_2,ceulem72,32099/01821
2022-11-02 10:30,elay experiment with Qtime contr,2022-11-02 18:00,PLINE300,1332,LP2;LP3;PM6,TEL_TACTRAS3,dauend87,98600/00962
2022-11-02 12:00,HfOx Deposition,2022-11-02 18:00,PLINE300,1428,LP3;PM3,XP4_2,rastog28,30990/32063
2022-11-02 14:00,Bonding of PAT on Glass on PI,2022-11-02 18:00,PLINE200,1117,,BONDER_200,segers56,97401/14983
2022-11-02 14:00,coat,2022-11-02 18:00,PLINE300,579,,TR3300,kato15,31199/30117
2022-11-02 14:00,cure of polymer,2022-11-02 18:00,PLINE200,1079,,BLUE_M_BCB,noda11,31012/01649
2022-11-02 14:00,inpria,2022-11-02 18:00,PLINE300,594,,H5000_2,doise23,31199/31247
2022-11-02 16:30,DSA,2022-11-02 18:00,PLINE300,1384,BOTL,TRDUOS,kampit73,31199/01680
2022-11-02 17:00,AP3- SC only,2022-11-02 18:00,PLINE300,701,,SC3400,heo87,31199/01851
2022-11-02 17:00,APC,2022-11-02 18:00,PLINE300,706,,TR3400,gupta76,31199/01876
2022-11-02 16:30,Devinps,2022-11-02 18:30,PLINE300,1128,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,gompou79,36003/36503
2022-11-02 17:00,Coupon Test CRAS;Coupon Etch CRAS,2022-11-02 18:30,PLINE300,1349,LP2,LAM_E6,choudh58,98850/02081
2022-11-02 17:30,Coupon Etch CRAS,2022-11-02 18:30,PLINE300,1453,PM6,LAM_E6,choudh58,98850/02081
2022-11-02 13:00,Al2O3 deposition on WS2,2022-11-02 19:00,PLINE300,1243,LP1;LP2;PM4,POLYGON8300,lin98,31499/00881
2022-11-02 16:00,proc dev,2022-11-02 19:00,PLINE300,145,,H6300_2,ramane56,31199/02273
2022-11-02 18:00,meas,2022-11-02 19:00,PLINE300,588,,H5000_2,popesc83,31199/01897
2022-11-02 18:00,exp,2022-11-02 20:00,PLINE300,514,,SC3400,kato15,31199/30117
2022-11-02 18:00,exp,2022-11-02 20:00,PLINE300,556,,TR3400,kato15,31199/30117
2022-11-02 19:00,devinp,2022-11-02 20:00,PLINE300,371,,NXWAFER,vbelle62,36003/01224
2022-11-02 18:00,test,2022-11-02 20:30,PLINE300,923,,TR3300,furuka28,31199/01514
2022-11-02 17:00,cross section,2022-11-02 21:00,PLINE300,320,,TITAN,carola29,42199/00160
2022-11-02 19:00,AZ12xt,2022-11-02 21:00,PLINE200,1077,,ASM200,eswara57,98300/01158
2022-11-02 19:00,coat,2022-11-02 21:00,PLINE300,544,,TR2000,kato15,31199/30117
2022-11-02 15:00,devinp,2022-11-02 21:30,PLINE300,242,,NX3DM,vbelle62,36003/01224
2022-11-02 18:00,Wafer process RF check,2022-11-02 21:30,PLINE300,1340,LP2;LP3;PM6,TEL_TACTRAS3,fukui39,31199/02273
2022-11-02 20:00,JSR,2022-11-02 21:30,PLINE300,688,,SC3400,furuka28,31199/01514
2022-11-02 20:00,JSR,2022-11-02 21:30,PLINE300,732,,TR3400,furuka28,31199/01514
2022-11-02 19:30,Devinps,2022-11-02 22:00,PLINE300,1129,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,gompou79,36003/36503
2022-11-02 16:00,MAZO process devlop,2022-11-02 22:30,PLINE300,1364,LP2;PM1,XP4_4,thukka30,30990/32063
2022-11-02 20:30,APC,2022-11-02 22:30,PLINE300,1460,SN,EP5,hasan30,31199/01391
2022-11-02 20:30,Private use,2022-11-02 23:30,PLINE300,629,,TR3300,oguma46,31199/30092
