Begin,Cluster,Description,End,Fab300_Duration,Fab300_User_id,FACILITY,IIO_Duration,IIO_User_id,Modules,Tool,WBS
2022-10-31 16:48:50,0,JSR,2022-10-31 19:00:00,1.2366666666666666,wouter12,PLINE300,2,perrem78,"",SC1000,31199/30079
2022-10-31 16:49:10,0,JSR,2022-10-31 19:00:00,1.2344444444444445,wouter12,PLINE300,2,perrem78,"",TR1000,31199/30079
2022-10-31 17:00:00,,AP3,2022-10-31 17:30:00,,"",PLINE300,0.5,naqvi66,"",SC3400,31199/01988
2022-10-31 17:00:00,,AP3,2022-10-31 17:30:00,,"",PLINE300,0.5,naqvi66,"",TR3400,31199/01988
2022-10-31 17:00:00,,inpria;INPRIA,2022-10-31 22:00:00,,"",PLINE300,5,doise23;deschepp,"",H5000_2,31199/31247
2022-10-31 17:00:00,,m,2022-10-31 18:00:00,,"",PLINE300,1,vdries51,"",SC1950,31199/01413
2022-10-31 17:00:00,,m,2022-10-31 18:00:00,,"",PLINE300,1,vdries51,BOTL;TOPL,TR1950,31199/01413
2022-10-31 17:00:00,,m,2022-10-31 20:00:00,,"",PLINE300,3,vdries51,"",H6300,31199/01413
2022-10-31 17:30:00,,develop,2022-10-31 18:00:00,,"",PLINE300,0.5,naqvi66,BOTL,TRDUOS,31199/01988
2022-10-31 17:56:16,,"",2022-10-31 20:43:26,2.786111111111111,verhoevj,PLINE300,,"","",SEMVISION,36003/36503
2022-10-31 18:00:00,,test,2022-10-31 18:30:00,,"",PLINE300,0.5,wouter12,"",SCD100,31199/30079
2022-10-31 18:35:30,,"",2022-10-31 21:36:00,3.0083333333333333,peeter11,PLINE300,,"","",VERIOS,36003/36502
2022-10-31 19:00:00,,'-,2022-11-01 00:00:00,,"",PLINE300,5,pauluss,"",HELIOS_G5,42199/00160
2022-10-31 19:00:00,,FTIR,2022-10-31 21:30:00,,"",PLINE300,2.5,wu78,"",FTIR_2,32005/00330
2022-10-31 19:30:00,,Devinps,2022-10-31 21:30:00,,"",PLINE300,2,gompou79,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,36003/36503
2022-10-31 20:00:00,,'-,2022-11-01 02:00:00,,"",PLINE300,6,pauluss,"",TITAN,42199/00160
2022-10-31 20:00:00,,AP3 work,2022-11-01 11:00:00,,"",PLINE300,15,fukumu91,"",H6300,31199/02008
2022-10-31 20:45:14,,"",2022-10-31 21:34:16,0.8172222222222222,verhoevj,PLINE300,,"","",HELIOS1200_2,36003/36503
2022-10-31 21:30:00,,MAZO w/ H2O,2022-10-31 22:30:00,,"",PLINE300,1,pavel13,"",2830ZT,31499/01284
2022-10-31 22:03:55,,"",2022-11-01 01:23:11,3.321111111111111,vrebos45,PLINE300,,"","",VERIOS,39320/36502
2022-11-01 00:00:00,,tst,2022-11-01 02:00:00,,"",PLINE300,2,perrem78,"",SC1000,31199/30079
2022-11-01 00:00:00,,tst,2022-11-01 02:00:00,,"",PLINE300,2,perrem78,"",TR1000,31199/30079
2022-11-01 02:00:00,,test,2022-11-01 04:00:00,,"",PLINE300,2,vleerb85,"",H5000_2,31199/30079
2022-11-01 02:32:06,,"",2022-11-01 05:54:08,3.3672222222222223,vrebos45,PLINE300,,"","",HELIOS1200,39320/36502
2022-11-01 03:11:38,,"",2022-11-01 05:53:06,2.6911111111111112,derudd92,PLINE300,,"","",VERIOS,39320/36502
2022-11-01 06:00:00,,i,2022-11-01 08:00:00,,"",PLINE300,2,redants,"",SEMVISION,31029/01811
2022-11-01 06:00:00,,wafer cycling chuck 2,2022-11-01 10:00:00,,"",PLINE300,4,schaap,"",SC3400,31199/31811
2022-11-01 09:00:00,,proc dev,2022-11-01 13:00:00,,"",PLINE300,4,ramane56,"",H6300_2,31199/02273
2022-11-01 10:00:00,,lot processing,2022-11-01 12:00:00,,"",PLINE300,2,robber85,"",TR1000,31199/30079
2022-11-01 10:00:00,,use,2022-11-01 13:00:00,,"",PLINE300,3,popesc83,BOTL,TRDUOS,31199/01897
2022-11-01 10:00:00,0,SiGe SPC Development,2022-11-01 16:40:32,6.573611111111111,muraki29,PLINE300,6,muraki29,LP2;PM2;PM3;PM5;PM6,TEL_LEAGA,32005/01675
2022-11-01 10:00:00,1,lot processing,2022-11-01 12:01:50,1.7863888888888888,le27,PLINE300,2,robber85,"",SC1000,31199/30079
2022-11-01 10:30:00,,use,2022-11-01 11:00:00,,"",PLINE300,0.5,popesc83,"",TR3300,31199/01897
2022-11-01 11:00:00,,coat,2022-11-01 12:00:00,,"",PLINE300,1,kohyam95,"",TR3300,31199/01983
2022-11-01 11:00:00,,meas,2022-11-01 15:30:00,,"",PLINE300,4.5,oka40,"",H6300,31199/30117
2022-11-01 12:00:00,,Zeon,2022-11-01 12:30:00,,"",PLINE300,0.5,yeh39,"",H5000_2,31007/30121
2022-11-01 13:00:00,,CD measurment,2022-11-01 14:00:00,,"",PLINE300,1,naqvi66,"",H6300_2,31199/01988
2022-11-01 14:00:00,,expo,2022-11-01 15:00:00,,"",PLINE300,1,dauend87,"",SC3400,98600/00962
2022-11-01 14:00:00,,expo,2022-11-01 15:00:00,,"",PLINE300,1,dauend87,"",TR3400,98600/00962
2022-11-01 14:00:00,,i,2022-11-01 15:00:00,,"",PLINE300,1,maes72,"",SEMVISION,31029/01811
2022-11-01 14:00:00,,scanner,2022-11-01 14:30:00,,"",PLINE300,0.5,dauend87,"",SC1000,98600/00962
2022-11-01 14:00:00,,scanner,2022-11-01 14:30:00,,"",PLINE300,0.5,dauend87,"",TR1000,98600/00962
2022-11-01 14:00:00,,sec,2022-11-01 15:00:00,,"",PLINE300,1,nonaka89,"",TR3300,31007/30076
2022-11-01 14:30:00,,sto,2022-11-01 19:00:00,,"",PLINE300,4.5,bisschop,"",H6300_2,31199/01988
2022-11-01 15:00:00,,coat wafers,2022-11-01 16:00:00,,"",PLINE300,1,fukumu91,"",TR3300,31199/00849
2022-11-01 15:00:00,,PLINE use;for p-line lots,2022-11-02 13:30:00,,"",PLINE300,22.5,roekens;tielens,"",JVX7300M,36003/36503
2022-11-01 15:00:00,,sec,2022-11-01 16:00:00,,"",PLINE300,1,nonaka89,"",SC3400,31007/30076
2022-11-01 15:00:00,,sec,2022-11-01 16:00:00,,"",PLINE300,1,nonaka89,"",TR3400,31007/30076
2022-11-01 15:30:00,,making samples,2022-11-01 18:00:00,,"",PLINE300,2.5,genjim61,"",SC3400,98601/00962
2022-11-01 15:30:00,,making samples,2022-11-01 18:00:00,,"",PLINE300,2.5,genjim61,"",TR3400,98601/00962
2022-11-01 15:30:00,,meas,2022-11-01 19:00:00,,"",PLINE300,3.5,dauend87,"",H6300,98600/00962
2022-11-01 18:00:00,,making samples,2022-11-01 19:30:00,,"",PLINE300,1.5,genjim61,"",SC3400,31199/02273
2022-11-01 18:00:00,,making samples,2022-11-01 19:30:00,,"",PLINE300,1.5,genjim61,"",TR3400,31199/02273
2022-11-01 18:00:00,,TAPES3,2022-11-01 21:00:00,,"",PLINE300,3,yang33,PM,EP5,31199/01988
2022-11-01 19:00:00,,use,2022-11-02 00:00:00,,"",PLINE300,5,zidan45,"",H6300,31199/01918
2022-11-01 19:30:00,,exp,2022-11-01 20:30:00,,"",PLINE300,1,oka40,"",TR3400,31199/01988
2022-11-01 21:58:19,,"",2022-11-02 01:40:04,3.6958333333333333,derudd92,PLINE300,,"","",HELIOS1200,39320/36502
2022-11-02 00:00:00,,use,2022-11-02 02:00:00,,"",PLINE300,2,zidan45,"",H6300,31199/01988
2022-11-02 00:38:14,,"",2022-11-02 01:41:57,1.0619444444444444,vrebos45,PLINE300,,"","",VERIOS,39320/36502
2022-11-02 02:00:00,,LS measurementr;proc dev,2022-11-02 11:00:00,,"",PLINE300,9,genjim61;ramane56,"",H6300,31199/02273
2022-11-02 02:54:57,,"",2022-11-02 05:34:32,2.6597222222222223,vrebos45,PLINE300,,"","",HELIOS1200_2,39320/36502
2022-11-02 03:18:34,,"",2022-11-02 05:57:10,2.6433333333333335,derudd92,PLINE300,,"","",VERIOS,39320/36502
2022-11-02 06:00:00,,test,2022-11-02 10:00:00,,"",PLINE300,4,vanderey,"",ZETA,31199/01960
2022-11-02 06:22:13,,"",2022-11-02 06:47:00,0.41305555555555556,sainch77,PLINE300,,"","",HELIOS1200_2,39320/36502
2022-11-02 06:30:00,,TEM prep,2022-11-02 15:00:00,,"",PLINE300,8.5,han27,"",HELIOS_G5,42199/00160
2022-11-02 06:30:00,0,Reservation for Jelle,2022-11-02 14:03:06,4.548055555555556,vdweeg61,PLINE300,7.5,vdweeg61,LP1;LP2;CL1A;CL2A;CL3A;LP3;LP4;PM_A;PM_B,F_REX300X_1,38199/01284
2022-11-02 06:47:20,,"",2022-11-02 09:18:16,2.5155555555555558,sainch77,PLINE300,,"","",HELIOS1200,39320/36502
2022-11-02 06:48:28,,"",2022-11-02 09:41:07,2.8775,gade18,PLINE300,,"","",HELIOS1200_2,39320/36502
2022-11-02 07:30:00,,use,2022-11-02 08:30:00,,"",PLINE200,1,vicca54,"",ASM200,31199/01513
2022-11-02 07:30:00,,use,2022-11-02 08:30:00,,"",PLINE200,1,vicca54,"",TELACT8_200,31199/01513
2022-11-02 07:58:06,1,tst,2022-11-02 10:00:00,1.95,lecocq91,PLINE300,2,perrem78,"",TR1000,31199/30079
2022-11-02 07:58:10,2,tst,2022-11-02 10:00:00,1.946388888888889,lecocq91,PLINE300,2,perrem78,"",SC1000,31199/30079
2022-11-02 08:00:00,,test,2022-11-02 10:00:00,,"",PLINE300,2,dilien72,"",TR3300,31199/30079
2022-11-02 08:20:29,0,p,2022-11-02 12:00:00,2.9994444444444444,goovae19,PLINE300,3,goovae19,LP1;LP2;PM1,EXTREME_2,31199/01918
2022-11-02 08:30:00,,ILLUMINATOR - Preliminary Tests,2022-11-02 09:00:00,,"",PLINE200,0.5,palomb58,PM2;PM3,SPTS_OMEGA,36004/01224
2022-11-02 08:30:00,,intel,2022-11-02 09:00:00,,"",PLINE300,0.5,guzman11,"",SC3400,31199/00849
2022-11-02 08:30:00,,intel,2022-11-02 09:00:00,,"",PLINE300,0.5,guzman11,"",TR3400,31199/00849
2022-11-02 08:30:00,,test,2022-11-02 09:00:00,,"",PLINE300,0.5,dilien72,"",SCD100,31199/30079
2022-11-02 08:57:31,0,p,2022-11-02 11:19:59,2.3744444444444444,goovae19,PLINE300,2,goovae19,"",H6300_2,31199/01918
2022-11-02 09:00:00,,meas,2022-11-02 11:00:00,,"",PLINE300,2,chowri97,"",KLA2925,31199/01988
2022-11-02 09:00:00,,TEOS oxide CMP annealed 2 slurry,2022-11-02 18:00:00,,"",PLINE300,9,ceulem72,LP1;LP2;H1;H2;H3;H4;PM2;PM3;PM1,REFLEXION_2,32099/01821
2022-11-02 09:00:00,,test,2022-11-02 10:00:00,,"",PLINE300,1,dilien72,"",SC3400,31199/30079
2022-11-02 09:00:00,,test,2022-11-02 10:00:00,,"",PLINE300,1,dilien72,"",TR3400,31199/30079
2022-11-02 09:00:00,,wegwegt,2022-11-02 12:00:00,,"",PLINE300,3,schoof76,SN,EP5,31199/01057
2022-11-02 09:00:00,0,Inspection,2022-11-02 10:05:58,0.7172222222222222,dangol,PLINE300,1,dangol,"",HELIOS1200,38199/00881
2022-11-02 09:00:00,0,PMMA coupon etch,2022-11-02 11:00:00,0.6227777777777778,arvind29,PLINE300,2,arvind29,LP1;PM1,LAM_E6,31199/02272
2022-11-02 09:26:22,1,SiGe SPC Development,2022-11-02 16:00:00,1.2208333333333334,muraki29,PLINE300,6,muraki29,LP2;PM2;PM3;PM5;PM6,TEL_LEAGA,32005/01675
2022-11-02 09:30:00,,outgassing,2022-11-02 12:00:00,,"",PLINE300,2.5,nynsl,LP1;LL1;PM1,POLYGON8300,31499/00379
2022-11-02 09:30:00,0,i,2022-11-02 11:00:00,1.1111111111111112,redants,PLINE300,1.5,redants,"",NOVA200_2,98300/01618
2022-11-02 09:30:02,,"",2022-11-02 13:21:04,3.8505555555555557,soulie26,PLINE300,,"","",ENDURA_5,32005/01697
2022-11-02 10:00:00,,making samples,2022-11-02 11:00:00,,"",PLINE300,1,dauend87,"",SC3400,98601/00962
2022-11-02 10:00:00,,making samples,2022-11-02 11:00:00,,"",PLINE300,1,dauend87,"",TR3400,98601/00962
2022-11-02 10:00:00,,measurement,2022-11-02 13:00:00,,"",PLINE300,3,castel93,"",FTIR_2,31199/31247
2022-11-02 10:00:00,,Stress on 300mm wafers,2022-11-02 11:00:00,,"",PLINE200,1,vdalon75,"",FSM_CU,98601/32063
2022-11-02 10:00:00,,test,2022-11-02 14:00:00,,"",PLINE200,4,noda11,"",ACT12_MTM,31012/01649
2022-11-02 10:00:00,0,BB305 coat bond,2022-11-02 14:00:00,0.5558333333333333,ghosh40,PLINE200,4,ghosh40,"",TEMP_BONDER,98500/01852
2022-11-02 10:00:00,0,sem,2022-11-02 12:54:15,2.716388888888889,beirnaer,PLINE300,2,beirnaer,"",SEMVISION,32299/00013
2022-11-02 10:00:00,1,metro,2022-11-02 11:00:00,0.8613888888888889,hsingy35,PLINE300,1,houben21,"",SCD100,30990/32063
2022-11-02 10:15:11,,"",2022-11-02 14:07:11,3.8666666666666667,michal78,PLINE300,,"","",HELIOS1200,39320/36502
2022-11-02 10:30:00,,elay experiment with Qtime contr,2022-11-02 18:00:00,,"",PLINE300,7.5,dauend87,LP2;LP3;PM6,TEL_TACTRAS3,98600/00962
2022-11-02 10:30:00,0,H-barrier exp,2022-11-02 17:30:00,5.805,witterst,PLINE300,7,witterst,LP1;CHB,ANELVA,31499/01715
2022-11-02 10:49:34,,"",2022-11-02 14:02:08,3.2094444444444443,gade18,PLINE300,,"","",METRIOS,39320/36502
2022-11-02 11:00:00,,BS Cleaning,2022-11-02 13:30:00,,"",PLINE300,2.5,rastog28,ATM;SM1;SM2;SM3,SEZ304,30990/32063
2022-11-02 11:00:00,,demo,2022-11-02 13:00:00,,"",PLINE200,2,noda11,"",AP300,31012/01649
2022-11-02 11:00:00,,Inpria,2022-11-02 12:00:00,,"",PLINE300,1,decabo23,"",TR3300,31199/31247
2022-11-02 11:00:00,,m,2022-11-02 12:00:00,,"",PLINE300,1,vdries51,"",H6300,31199/01413
2022-11-02 11:00:00,,SPC,2022-11-02 13:30:00,,"",PLINE300,2.5,kramac15,"",2830ZT,30990/32063
2022-11-02 11:00:00,,SVDU training IM,2022-11-02 12:00:00,,"",PLINE300,1,vanderey,BOTL;TOPL,TRDUOS,31199/31811
2022-11-02 11:00:00,,use,2022-11-02 13:00:00,,"",PLINE300,2,debruy71,"",H6300_2,98601/01062
2022-11-02 11:30:00,,IMEC Clean (6 wafers),2022-11-02 12:30:00,,"",PLINE300,1,rastog28,LP1;MPC2,DNS_6,30990/32063
